ACCESS_SCR,BRKS_FVYRS_SCR,BRK_SCR,DIA_SCR,ENVMT_SCR,HEAD_LOSS_SCR,MI_SCR,QUALIT_SCR,RSL_SCR,STANDARD_CONFOR,out=1.0,out=2.0,out=3.0,out=4.0
0.0,10.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.56930205188852e-11,0.0
15.0,10.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.3252194341680445e-11,0.0
0.0,10.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.192680695495455e-08,0.0
15.0,10.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.440566408661154e-09,0.0
0.0,15.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.170799587330599e-10,0.0
15.0,15.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.39642568211304e-11,0.0
0.0,15.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,9.137750975023338e-13,0.0
15.0,15.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.843350340784151e-13,0.0
0.0,15.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,4.4409469718932006e-10,0.0
15.0,15.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,8.958682655410045e-11,0.0
0.0,15.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.256496863902467e-09,0.0
15.0,15.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.569302048004506e-10,0.0
0.0,15.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,9.384717217512039e-12,0.0
15.0,15.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.8931706202615686e-12,0.0
0.0,15.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,4.560972546951184e-09,0.0
15.0,15.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,9.200809206023153e-10,0.0
0.0,5.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.8196151419838023e-08,0.0
15.0,5.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.72256694290541e-09,0.0
0.0,5.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.388938148011902e-10,0.0
15.0,5.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2.8018925179139197e-11,0.0
0.0,5.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.750238944618121e-08,0.0
15.0,5.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.3617197452015122e-08,0.0
0.0,5.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.94987279912572e-07,0.0
15.0,5.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.985338122456648e-08,0.0
0.0,5.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.4264770150403805e-09,0.0
15.0,5.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2.877619341974963e-10,0.0
0.0,5.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.932673496786045e-07,0.0
15.0,5.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.398522805015643e-07,0.0
0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8129852061060265,0.0001528526229890132,2.6456310547385046e-06,0.0
15.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.720234740448297,0.0004318883876241603,7.978196338372221e-07,0.0
0.0,0.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0003232299086796077,0.0,4.078915233951375e-08,0.0
15.0,0.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.00019158137708641702,0.0,8.229443131283887e-09,0.0
0.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.3680705329589665,0.00019740585550568647,1.2526959497190998e-05,0.0
15.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.25655564934717645,0.00043885168624102904,2.9722150070906605e-06,0.0
0.0,0.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.9167456383385589,0.00016435779576419007,1.2080421219866148e-05,0.0
15.0,0.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.8669327225469238,0.0004957172824100353,3.888683865259069e-06,0.0
0.0,0.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0008193907491129186,0.0,4.187075435161256e-07,0.0
15.0,0.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0004857588691979684,0.0,8.44937304493284e-08,0.0
0.0,0.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.5961777717172922,0.00030489897408301337,8.216313294853427e-05,0.0
15.0,0.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.46651810700215857,0.0007609496065576916,2.188536193903827e-05,0.0
0.0,10.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0020422833167156743,1.7517962246796816e-06,1.4674524248921604e-07,0.0
15.0,10.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0012113269450263731,3.313875458540451e-06,2.962739281805621e-08,0.0
0.0,10.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,1.5208578735460076e-07,0.0,4.2376313683915916e-10,0.0
15.0,10.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,9.013079578252313e-08,0.0,8.548536434170838e-11,0.0
0.0,10.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.00027398330296677433,6.703944667545621e-07,2.058923088784722e-07,0.0
15.0,10.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.00016238912153661886,1.2672738259645706e-06,4.1539089841674125e-08,0.0
0.0,10.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0051635590153284805,4.223455711288785e-06,1.502393769350094e-06,0.0
15.0,10.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0030665289392412523,7.999688483250075e-06,3.037146307517472e-07,0.0
0.0,10.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,3.8573035026323846e-07,0.0,4.352160911959532e-09,0.0
15.0,10.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,2.2859589610230473e-07,0.0,8.779576736795874e-10,0.0
0.0,10.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0006946009589743846,1.6206637031677724e-06,2.113673943675014e-06,0.0
15.0,10.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.00041175884562314006,3.064133431715945e-06,4.2651034554405684e-07,0.0
0.0,15.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.1702549725391741e-06,2.100652224843507e-08,0.0
15.0,15.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.211932178269477e-06,4.237622623358848e-09,0.0
0.0,15.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.053760020592013e-11,0.0
15.0,15.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2212196007548114e-11,0.0
0.0,15.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,4.470523081668951e-07,2.9421259683399032e-08,0.0
15.0,15.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,8.449868210062142e-07,5.935122209410844e-09,0.0
0.0,15.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,2.8302589793303087e-06,2.1574226078290902e-07,0.0
15.0,15.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,5.349545850191864e-06,4.3521391381564525e-08,0.0
0.0,15.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.2173751527945e-10,0.0
15.0,15.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2542255357683555e-10,0.0
0.0,15.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,1.081196011474972e-06,3.021640146114823e-07,0.0
15.0,15.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0435999258778423e-06,6.095523276206772e-08,0.0
0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.09760372743590627,7.866749650734974e-05,2.8810865694359565e-06,0.0
15.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.060233881427023975,0.0001548377972253986,6.052220905680234e-07,0.0
0.0,5.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,8.038756718640215e-06,0.0,9.201641176835887e-09,0.0
15.0,5.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,4.764034073328205e-06,0.0,1.8562449464680012e-09,0.0
0.0,5.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.014278577926854346,3.282861871375304e-05,4.408012798927671e-06,0.0
15.0,5.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.008511219466657682,6.241179186453058e-05,8.944039265288323e-07,0.0
0.0,5.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.21524455703417972,0.0001654292523951052,2.572815661772109e-05,0.0
15.0,5.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.1398012559840037,0.0003426876163440882,5.68815710630542e-06,0.0
0.0,5.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,2.038819456768064e-05,0.0,9.450216668236392e-08,0.0
15.0,5.0,5.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,1.2082782483804035e-05,0.0,1.906399743370778e-08,0.0
0.0,5.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0354339445162052,7.768521240724843e-05,4.429594586894177e-05,0.0
15.0,5.0,5.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.021306089499800517,0.00014898063199123165,9.066345042340226e-06,0.0
