condition_model,PCSDesc,criticality_model,CRITICAL_SCR
0,0.25,0,0.6302000122
0,0.25,0,0.4388999939
0,0.25,0,0.5375999756
0,0.25,0,0.5565999756
0,0.3,0,0.485
0,0.2,0,0.7124000244
0,0.2,0,0.5785
0,0.25,0,0.5565999756
0,0.25,0,0.5565999756
0,0.2,0,0.7124000244
0,0.2,0,0.7124000244
0,0.25,0,0.4462499695
0,0.25,0,0.4462499695
0,0.25,0,0.5727000122
0,0.25,0,0.46980001829999996
0,0.25,0,0.5659499512
0,0.25,0,0.46980001829999996
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.3,0,0.498
0,0.25,0,0.55775
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.05,0,0.7308000488
0,0.05,0,0.7308000488
0,0.25,0,0.5092499695
0,0.05,0,0.7308000488
0,0.25,0,0.41580001829999996
0,0.25,0,0.41580001829999996
0,0.25,0,0.63625
0,0.25,0,0.63625
0,0.25,0,0.63625
0,0.25,0,0.63625
0,0.25,0,0.5388000488
0,0.25,0,0.50025
0,0.2,0,0.7124000244
0,0.05,0,0.7380500488
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.25,0,0.4958999939
0,0.25,0,0.4958999939
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.15,0,0.5092499695
0,0.25,0,0.4958999939
0,0.25,0,0.4958999939
0,0.25,0,0.449
0,0.15,0,0.6025
0,0.25,0,0.469
0,0.25,0,0.5480999756
0,0.05,0,0.7787000122
0,0.05,0,0.7787000122
0,0.05,0,0.7787000122
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.25,0,0.522
0,0.25,0,0.6525
0,0.25,0,0.4388999939
0,0.25,0,0.6525
0,0.25,0,0.6525
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.35,0,0.509
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.25,0,0.449
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.5501999512
0,0.25,0,0.5501999512
0,0.25,0,0.4724999695
0,0.25,0,0.4724999695
0,0.15,0,0.4913999634
0,0.25,0,0.4958999939
0,0.25,0,0.4958999939
0,0.15,0,0.6265999756
0,0.15,0,0.6265999756
0,0.25,0,0.5092499695
0,0.15,0,0.6265999756
0,0.15,0,0.6265999756
0,0.25,0,0.55775
0,0.2,0,0.5599000244
0,0.25,0,0.46980001829999996
0,0.05,0,0.5543000488000001
0,0.05,0,0.5543000488000001
0,0.25,0,0.35489999390000004
0,0.25,0,0.6302000122
0,0.25,0,0.5375999756
0,0.25,0,0.63625
0,0.15,0,0.5092499695
0,0.25,0,0.4958999939
0,0.2,0,0.5599000244
0,0.25,0,0.4388999939
0,0.2,0,0.5785
0,0.25,0,0.48875
0,0.25,0,0.5853499756
0,0.15,0,0.6265999756
0,0.15,0,0.5727000122
0,0.05,0,0.6902000121999999
0,0.25,0,0.5480999756
0,0.25,0,0.35489999390000004
0,0.25,0,0.35489999390000004
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.25,0,0.54
0,0.25,0,0.5014000244
0,0.25,0,0.5014000244
0,0.25,0,0.8685499878
0,0.25,0,0.48480001829999997
0,0.05,0,0.8432000122
0,0.05,0,0.8432000122
0,0.05,0,0.8432000122
0,0.05,0,0.8432000122
0,0.25,0,0.5014000244
0,0.25,0,0.5014000244
0,0.25,0,0.38325
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4646000366
0,0.25,0,0.4646000366
0,0.25,0,0.4646000366
0,0.25,0,0.4646000366
0,0.25,0,0.4646000366
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.3968999634
0,0.25,0,0.3068999939
0,0.25,0,0.3068999939
0,0.25,0,0.3068999939
0,0.25,0,0.3068999939
0,0.25,0,0.3068999939
0,0.25,0,0.8685499878
0,0.25,0,0.6187999878
0,0.25,0,0.5244000244
0,0.25,0,0.6187999878
0,0.25,0,0.45625
0,0.25,0,0.45625
0,0.25,0,0.35489999390000004
0,0.25,0,0.35489999390000004
0,0.25,0,0.54
0,0.25,0,0.54
0,0.25,0,0.4692000122
0,0.25,0,0.3717999878
0,0.25,0,0.3717999878
0,0.25,0,0.3717999878
0,0.25,0,0.505
0,0.25,0,0.45625
0,0.25,0,0.35489999390000004
0,0.25,0,0.38325
0,0.25,0,0.55775
0,0.25,0,0.38325
0,0.25,0,0.38325
0,0.25,0,0.38325
0,0.25,0,0.38325
0,0.25,0,0.38325
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.41475
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.6525
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.341
0,0.25,0,0.3068999939
0,0.25,0,0.341
0,0.05,0,0.4347000122
0,0.05,0,0.4347000122
0,0.05,0,0.4347000122
0,0.25,0,0.3591000366
0,0.05,0,0.4347000122
0,0.05,0,0.4347000122
0,0.05,0,0.4347000122
0,0.05,0,0.4347000122
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.2,0,0.5599000244
0,0.25,0,0.5375999756
0,0.25,0,0.5375999756
0,0.25,0,0.5375999756
0,0.25,0,0.8685499878
0,0.25,0,0.8685499878
0,0.25,0,0.3923500061
0,0.25,0,0.4347000122
0,0.25,0,0.4347000122
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.4692000122
0,0.25,0,0.4692000122
0,0.25,0,0.449
0,0.25,0,0.449
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.61425
0,0.25,0,0.61425
0,0.25,0,0.61425
0,0.25,0,0.61425
0,0.25,0,0.5915
0,0.25,0,0.5915
0,0.25,0,0.5915
0,0.25,0,0.4347000122
0,0.25,0,0.4646000366
0,0.25,0,0.69
0,0.25,0,0.69
0,0.25,0,0.3717999878
0,0.25,0,0.3717999878
0,0.25,0,0.41975
0,0.25,0,0.41975
0,0.25,0,0.3591000366
0,0.05,0,0.6076000366
0,0.05,0,0.6076000366
0,0.05,0,0.6076000366
0,0.05,0,0.6076000366
0,0.05,0,0.6076000366
0,0.05,0,0.6076000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.25,0,0.3591000366
0,0.15,0,0.4913999634
0,0.15,0,0.4913999634
0,0.15,0,0.4913999634
0,0.15,0,0.4913999634
0,0.15,0,0.4913999634
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.45360003660000003
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.3,0,0.4347000122
0,0.25,0,0.48480001829999997
0,0.05,0,0.6902000121999999
0,0.05,0,0.6902000121999999
0,0.25,0,0.5727000122
0,0.25,0,0.5727000122
0,0.25,0,0.4347000122
0,0.25,0,0.4347000122
0,0.25,0,0.449
0,0.05,0,0.52925
0,0.05,0,0.52925
0,0.05,0,0.7380500488
0,0.05,0,0.7380500488
0,0.05,0,0.52925
0,0.25,0,0.5501999512
0,0.25,0,0.5501999512
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.4347000122
0,0.25,0,0.4347000122
0,0.25,0,0.4347000122
0,0.25,0,0.4347000122
0,0.25,0,0.6003000488
0,0.25,0,0.6003000488
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.25,0,0.6302000122
0,0.25,0,0.6302000122
0,0.05,0,0.8432000122
0,0.25,0,0.5344499511999999
0,0.25,0,0.4227500305
0,0.25,0,0.4227500305
0,0.25,0,0.6003000488
0,0.25,0,0.6003000488
0,0.25,0,0.4692000122
0,0.25,0,0.4692000122
0,0.25,0,0.4692000122
0,0.25,0,0.4692000122
0,0.25,0,0.4835500183
0,0.05,0,0.5543000488000001
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.05,0,0.7308000488
0,0.3,0,0.43264999390000003
0,0.25,0,0.4157999878
0,0.25,0,0.4157999878
0,0.25,0,0.4157999878
0,0.25,0,0.41975
0,0.25,0,0.4157999878
0,0.25,0,0.41975
0,0.25,0,0.41975
0,0.15,0,0.6025
0,0.15,0,0.5267000122
0,0.15,0,0.5267000122
0,0.15,0,0.5267000122
0,0.15,0,0.5267000122
0,0.25,0,0.41475
0,0.25,0,0.41475
0,0.25,0,0.5727000122
0,0.25,0,0.5727000122
0,0.25,0,0.5727000122
0,0.25,0,0.522
0,0.15,0,0.6025
0,0.15,0,0.6025
0,0.25,0,0.45810000609999996
0,0.25,0,0.522
0,0.05,0,0.4225
0,0.25,0,0.522
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.25,0,0.6616999512
0,0.25,0,0.6616999512
0,0.1,0,0.6935999756
0,0.1,0,0.6935999756
0,0.25,0,0.6616999512
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.25,0,0.5393499756
0,0.25,0,0.6025
0,0.25,0,0.6785999756
0,0.25,0,0.7046999512
0,0.25,0,0.6305
0,0.15,0,0.6972000121999999
0,0.15,0,0.6972000121999999
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.6108000488
0,0.15,0,0.6972000121999999
0,0.15,0,0.7046999512
0,0.15,0,0.7046999512
0,0.15,0,0.7635
0,0.15,0,0.7046999512
0,0.15,0,0.7125999756
0,0.25,0,0.6305
0,0.25,0,0.6305
0,0.25,0,0.6305
0,0.25,0,0.6305
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.15,0,0.7672000121999999
0,0.15,0,0.5525
0,0.25,0,0.7343999634
0,0.25,0,0.7343999634
0,0.25,0,0.5369000244
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.7380500488
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.4632000122
0,0.25,0,0.7046999512
0,0.25,0,0.6347999878
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.4221000061
0,0.25,0,0.4221000061
0,0.25,0,0.7046999512
0,0.25,0,0.7343999634
0,0.25,0,0.7343999634
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.6785999756
0,0.25,0,0.6785999756
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.15,0,0.6972000121999999
0,0.15,0,0.6305
0,0.15,0,0.6495999756
0,0.15,0,0.7672000121999999
0,0.15,0,0.7672000121999999
0,0.25,0,0.67375
0,0.25,0,0.5424000244
0,0.25,0,0.51125
0,0.15,0,0.7125999756
0,0.25,0,0.4311000061
0,0.25,0,0.4311000061
0,0.2,0,0.5875999756
0,0.2,0,0.5875999756
0,0.2,0,0.5875999756
0,0.25,0,0.51125
0,0.15,0,0.7125999756
0,0.15,0,0.7125999756
0,0.25,0,0.5775
0,0.25,0,0.5775
0,0.25,0,0.5775
0,0.25,0,0.5775
0,0.25,0,0.4851000061
0,0.25,0,0.6264000244
0,0.25,0,0.5694000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.05,0,0.726
0,0.05,0,0.726
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.25,0,0.6005999756
0,0.25,0,0.6785999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.46980001829999996
0,0.15,0,0.5480999756
0,0.15,0,0.5480999756
0,0.25,0,0.46980001829999996
0,0.25,0,0.6264000244
0,0.25,0,0.46980001829999996
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.7046999512
0,0.25,0,0.6785999756
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6264000244
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.5480999756
0,0.25,0,0.7124000244
0,0.25,0,0.7124000244
0,0.25,0,0.7124000244
0,0.25,0,0.7124000244
0,0.25,0,0.6305
0,0.25,0,0.6305
0,0.15,0,0.7635
0,0.25,0,0.7046999512
0,0.15,0,0.6972000121999999
0,0.15,0,0.6972000121999999
0,0.15,0,0.6972000121999999
0,0.25,0,0.6305
0,0.25,0,0.6305
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.25,0,0.498
0,0.25,0,0.60075
0,0.25,0,0.6347999878
0,0.15,0,0.7125999756
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.15,0,0.7635
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.438
0,0.25,0,0.7046999512
0,0.25,0,0.7046999512
0,0.25,0,0.5344499511999999
0,0.25,0,0.5784000244
0,0.25,0,0.5784000244
0,0.25,0,0.4725
0,0.25,0,0.6871500244000001
0,0.25,0,0.6871500244000001
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.5775
0,0.25,0,0.5775
0,0.25,0,0.4851000061
0,0.25,0,0.4851000061
0,0.25,0,0.4851000061
0,0.25,0,0.4851000061
0,0.25,0,0.51125
0,0.25,0,0.6025
0,0.25,0,0.6025
0,0.25,0,0.7124000244
0,0.25,0,0.7124000244
0,0.25,0,0.67375
0,0.25,0,0.67375
0,0.25,0,0.5480999756
0,0.25,0,0.7046999512
0,0.25,0,0.4482000122
0,0.25,0,0.4482000122
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.15,0,0.7380500488
0,0.15,0,0.7380500488
0,0.25,0,0.4428000183
0,0.25,0,0.4428000183
0,0.25,0,0.5424000244
0,0.25,0,0.5424000244
0,0.2,0,0.5875999756
0,0.2,0,0.5875999756
0,0.15,0,0.5525
0,0.15,0,0.5525
0,0.25,0,0.6264000244
0,0.25,0,0.7343999634
0,0.25,0,0.7343999634
0,0.25,0,0.4056000366
0,0.25,0,0.4056000366
0,0.05,0,0.726
0,0.05,0,0.726
0,0.05,0,0.726
0,0.05,0,0.4745
0,0.15,0,0.5575500488
0,0.25,0,0.63
0,0.25,0,0.63
0,0.25,0,0.6425999756
0,0.25,0,0.45
0,0.25,0,0.45
0,0.25,0,0.45
0,0.25,0,0.6425999756
0,0.25,0,0.4588999939
0,0.25,0,0.574
0,0.25,0,0.574
0,0.25,0,0.4588999939
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6555
0,0.25,0,0.6555
0,0.25,0,0.6555
0,0.25,0,0.585
0,0.25,0,0.6555
0,0.25,0,0.585
0,0.25,0,0.7189000244
0,0.25,0,0.585
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6155999756
0,0.25,0,0.6577999878
0,0.25,0,0.6577999878
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6664000244
0,0.2,0,0.6664000244
0,0.25,0,0.6555
0,0.25,0,0.6336500244
0,0.25,0,0.6336500244
0,0.25,0,0.6336500244
0,0.25,0,0.5537999268
0,0.25,0,0.5537999268
0,0.25,0,0.6155999756
0,0.0,0,0.624
0,0.0,0,0.624
0,0.25,0,0.6577999878
0,0.15,0,0.5655
0,0.25,0,0.6664000244
0,0.2,0,0.6664000244
0,0.2,0,0.6664000244
0,0.2,0,0.5222000121999999
0,0.2,0,0.5222000121999999
0,0.25,0,0.6075
0,0.25,0,0.585
0,0.25,0,0.6555
0,0.25,0,0.6187999878
0,0.25,0,0.3717000122
0,0.25,0,0.6425999756
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6664000244
0,0.25,0,0.6075
0,0.25,0,0.585
0,0.25,0,0.6075
0,0.25,0,0.6577999878
0,0.25,0,0.4749499817
0,0.25,0,0.5537999268
0,0.25,0,0.4749499817
0,0.25,0,0.34919998170000005
0,0.15,0,0.4928000183
0,0.25,0,0.4749499817
0,0.25,0,0.585
0,0.25,0,0.6555
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.25,0,0.6664000244
0,0.2,0,0.5222000121999999
0,0.2,0,0.5222000121999999
0,0.25,0,0.438
0,0.25,0,0.438
0,0.25,0,0.6555
0,0.25,0,0.6555
0,0.25,0,0.4588999939
0,0.25,0,0.4588999939
0,0.25,0,0.4059499817
0,0.25,0,0.3068999939
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7640999756
0,0.25,0,0.6577999878
0,0.25,0,0.6577999878
0,0.25,0,0.6577999878
0,0.25,0,0.4956000061
0,0.25,0,0.4956000061
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.0,0,0.675
0,0.0,0,0.675
0,0.25,0,0.5224499512
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.43364999390000003
0,0.0,0,0.675
0,0.0,0,0.675
0,0.25,0,0.5076000061
0,0.2,0,0.6525
0,0.2,0,0.63
0,0.25,0,0.43364999390000003
0,0.25,0,0.5680999756
0,0.25,0,0.4725
0,0.05,0,0.6463999634
0,0.05,0,0.6463999634
0,0.25,0,0.4939999695
0,0.25,0,0.4939999695
0,0.1,0,0.63
0,0.25,0,0.48879995730000003
0,0.05,0,0.6463999634
0,0.25,0,0.5453999634000001
0,0.25,0,0.5102999878
0,0.25,0,0.4725
0,0.25,0,0.4725
0,0.25,0,0.55025
0,0.25,0,0.4614999695
0,0.25,0,0.4614999695
0,0.25,0,0.3815999756
0,0.25,0,0.4614999695
0,0.25,0,0.4630499878
0,0.25,0,0.5487999878
0,0.25,0,0.5487999878
0,0.25,0,0.4630499878
0,0.25,0,0.4630499878
0,0.25,0,0.4630499878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.363
0,0.25,0,0.3772999878
0,0.05,0,0.7195499878
0,0.05,0,0.76775
0,0.05,0,0.80925
0,0.05,0,0.7195499878
0,0.05,0,0.459
0,0.05,0,0.459
0,0.05,0,0.459
0,0.0,0,0.4896000061
0,0.0,0,0.4896000061
0,0.0,0,0.6688500366
0,0.35,0,0.50625
0,0.25,0,0.49375
0,0.25,0,0.7411499634000001
0,0.25,0,0.6164000244
0,0.25,0,0.6164000244
0,0.25,0,0.6164000244
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.15,0,0.4928000183
0,0.05,0,0.80925
0,0.05,0,0.459
0,0.0,0,0.5605499878000001
0,0.25,0,0.55025
0,0.25,0,0.497
0,0.25,0,0.5334000244
0,0.1,0,0.8015499268
0,0.1,0,0.64
0,0.1,0,0.62
0,0.1,0,0.62
0,0.25,0,0.396
0,0.25,0,0.48879995730000003
0,0.25,0,0.6
0,0.25,0,0.7640999756
0,0.25,0,0.5616000365999999
0,0.25,0,0.5656000365999999
0,0.25,0,0.47319998170000005
0,0.25,0,0.4056000366
0,0.25,0,0.46575
0,0.25,0,0.4347000122
0,0.05,0,0.7933500365999999
0,0.3,0,0.6285
0,0.3,0,0.378
0,0.35,0,0.5471499634
0,0.25,0,0.30875
0,0.15,0,0.5292000121999999
0,0.05,0,0.5108999634
0,0.25,0,0.3968999634
0,0.35,0,0.5050499878
0,0.3,0,0.5656000365999999
0,0.25,0,0.4157999878
0,0.25,0,0.4646000366
0,0.1,0,0.67025
0,0.05,0,0.6001000366
0,0.05,0,0.5698500366
0,0.05,0,0.5698500366
0,0.05,0,0.6423499756
0,0.35,0,0.589
0,0.05,0,0.6435
0,0.05,0,0.7195499878
0,0.05,0,0.6688500366
0,0.05,0,0.7933500365999999
0,0.05,0,0.74175
0,0.05,0,0.6220500488
0,0.25,0,0.505
0,0.25,0,0.5481000366
0,0.35,0,0.5640500488
0,0.15,0,0.7635
0,0.15,0,0.6616999512
0,0.15,0,0.6265999756
0,0.0,0,0.624
0,0.35,0,0.6287999878
0,0.15,0,0.5727000122
0,0.1,0,0.5808000488
0,0.25,0,0.5656000365999999
0,0.25,0,0.48480001829999997
0,0.3,0,0.4725
0,0.25,0,0.4724999695
0,0.2,0,0.63
0,0.2,0,0.5222000121999999
0,0.1,0,0.69225
0,0.1,0,0.74025
0,0.1,0,0.656
0,0.25,0,0.6305
0,0.25,0,0.6264000244
0,0.25,0,0.6187999878
0,0.05,0,0.686
0,0.25,0,0.3391499939
0,0.25,0,0.4847999878
