FID,MITIGATION_Level_PAN,mitigation_model_pred
1755,2.0,2.0
3116,2.0,2.0
572,3.0,3.0
901,2.0,2.0
2760,2.0,2.0
3005,2.0,1.0
1124,3.0,2.0
444,2.0,2.0
3759,2.0,2.0
3962,2.0,1.0
2096,2.0,1.0
975,3.0,2.0
199,2.0,2.0
1777,3.0,3.0
2585,2.0,2.0
3657,2.0,3.0
3879,1.0,2.0
3826,2.0,3.0
2735,2.0,2.0
1020,2.0,2.0
1347,2.0,2.0
3885,1.0,2.0
3437,2.0,3.0
171,2.0,2.0
1309,2.0,2.0
2279,1.0,1.0
2507,2.0,2.0
2161,1.0,1.0
3683,2.0,2.0
2791,2.0,2.0
422,2.0,2.0
3150,2.0,2.0
3232,1.0,1.0
3057,2.0,1.0
2030,2.0,2.0
3933,2.0,1.0
4052,3.0,3.0
2014,2.0,1.0
3085,2.0,1.0
369,1.0,1.0
3512,2.0,3.0
2142,2.0,2.0
2963,2.0,2.0
3486,2.0,3.0
2677,2.0,3.0
587,3.0,3.0
45,1.0,1.0
3152,1.0,1.0
3854,2.0,2.0
3794,2.0,2.0
181,1.0,1.0
3225,1.0,1.0
2173,1.0,1.0
2619,3.0,3.0
2200,1.0,1.0
3289,1.0,1.0
2040,2.0,2.0
1854,3.0,3.0
2196,2.0,2.0
2489,2.0,2.0
1431,1.0,1.0
3404,2.0,2.0
160,2.0,2.0
4061,3.0,3.0
741,2.0,2.0
2667,2.0,3.0
1371,2.0,2.0
2929,2.0,2.0
2168,2.0,2.0
2845,2.0,2.0
3836,2.0,1.0
1638,3.0,3.0
1459,2.0,2.0
2472,2.0,2.0
1759,2.0,2.0
2981,2.0,1.0
4040,1.0,2.0
1979,2.0,2.0
3305,2.0,2.0
2285,1.0,1.0
1556,2.0,2.0
1012,2.0,2.0
3735,2.0,2.0
1334,2.0,2.0
2740,2.0,2.0
1400,2.0,2.0
2803,2.0,2.0
886,3.0,3.0
3505,2.0,3.0
1679,3.0,3.0
1051,2.0,2.0
3549,3.0,3.0
1711,2.0,3.0
3281,2.0,2.0
461,1.0,1.0
3429,2.0,3.0
2254,1.0,1.0
2679,3.0,3.0
3261,1.0,1.0
2425,2.0,2.0
1031,2.0,2.0
4029,2.0,2.0
3290,1.0,1.0
1202,2.0,2.0
1614,2.0,2.0
2234,1.0,1.0
509,2.0,2.0
176,2.0,2.0
2518,2.0,2.0
3263,2.0,2.0
3742,2.0,2.0
2790,2.0,2.0
1693,3.0,3.0
3617,2.0,2.0
556,2.0,2.0
4068,2.0,2.0
2194,2.0,2.0
3155,1.0,1.0
1098,3.0,2.0
1873,3.0,3.0
1429,2.0,2.0
3092,2.0,2.0
603,3.0,3.0
1724,3.0,3.0
3055,2.0,1.0
1618,2.0,2.0
3194,2.0,2.0
2936,2.0,2.0
1726,3.0,3.0
2611,2.0,2.0
1205,2.0,2.0
90,1.0,1.0
1832,3.0,3.0
2610,2.0,2.0
303,1.0,1.0
1365,2.0,2.0
267,2.0,2.0
2594,2.0,2.0
3626,2.0,2.0
640,3.0,3.0
2023,2.0,2.0
3028,2.0,2.0
1290,2.0,2.0
249,2.0,2.0
2829,1.0,1.0
2992,2.0,2.0
1975,2.0,2.0
3309,2.0,2.0
373,2.0,2.0
47,1.0,1.0
3723,2.0,2.0
2565,2.0,3.0
1921,2.0,3.0
3285,2.0,2.0
3115,2.0,2.0
3118,2.0,2.0
1601,2.0,2.0
63,2.0,2.0
2977,2.0,1.0
4011,2.0,1.0
3834,2.0,2.0
522,3.0,3.0
1889,2.0,2.0
924,2.0,2.0
944,2.0,2.0
3353,1.0,1.0
1466,2.0,2.0
188,2.0,2.0
2991,2.0,2.0
2715,3.0,3.0
1934,3.0,3.0
1831,3.0,3.0
858,2.0,2.0
4047,3.0,3.0
3682,2.0,2.0
3570,2.0,2.0
754,2.0,3.0
884,2.0,2.0
545,2.0,3.0
897,3.0,3.0
3410,2.0,2.0
922,2.0,2.0
2840,2.0,2.0
434,1.0,1.0
3542,2.0,2.0
2646,3.0,3.0
987,2.0,2.0
1180,2.0,2.0
1273,2.0,2.0
3609,2.0,2.0
3471,2.0,3.0
2269,2.0,2.0
1019,2.0,2.0
498,1.0,1.0
3519,2.0,2.0
575,3.0,3.0
420,1.0,1.0
2994,2.0,2.0
3848,1.0,2.0
1611,2.0,2.0
363,1.0,1.0
3254,2.0,2.0
3010,2.0,1.0
2467,2.0,2.0
2458,1.0,1.0
1198,2.0,2.0
1119,3.0,2.0
2193,2.0,2.0
822,3.0,3.0
2905,2.0,2.0
644,3.0,3.0
173,2.0,2.0
3960,2.0,1.0
