FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
1430,Polyline,1491,715290,A,CPP,CPP,6554384,6554385,12-01-2001,400,3,843.560845,2001,LOCAL,TRSUB-TRANSMISSION MAIN,843.560845,0,37,0.0438616849,5,7.35,Medium,17,0.020152666,5,10.89,Medium,16,1,0.25,59,12,0,15,Low,295.2462958,421.7804225,1576,0.454966192,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),36.9,2 (Low),2 (Low),15,0.0333752697,2.28E-13,0.204874716,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Low
1431,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,40,0.0538168371,5,7.35,Low,26,0.0349809441,5,10.89,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
1432,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,15,0.0201813139,5,7.35,Medium,4,0.0053816837,5,10.89,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
1433,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,40,0.0538168371,5,7.35,Low,25,0.0336355232,5,10.89,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
1434,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,17,0.0228721558,5,7.35,Medium,0,0,0,6,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,160,385.815,Moderately Low,Very High,2,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,190,438.315,DO NOTHING,RELINE - REHAB,1,2,,,Low
1435,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,25,0.0336355232,5,7.35,Low,5,0.0067271046,5,10.89,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
1436,Polyline,1502,715641,A,CPP,CPP,6554825,6554845,12-01-2001,400,3,743.261815,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,743.261815,0,15,0.0201813139,5,7.35,Medium,6,0.0080725256,5,10.89,Low,16,1,0.25,59,12,0,15,Low,260.1416353,371.6309075,1576,0.400870903,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.1,2 (Low),2 (Low),0,0.0333752697,2.01E-13,0.1805151984,0,0,0,Very Low,Very Low,1,1,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
1437,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,18,0.0305119671,5,7.35,Medium,10,0.0169510928,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1438,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,24,0.0406826227,5,7.35,Medium,12,0.0203413114,5,10.89,Medium,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1439,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,37,0.0627190434,5,7.35,Low,14,0.0237315299,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1440,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,17,0.0288168578,5,7.35,Low,6,0.0101706557,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1441,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,39,0.066109262,5,7.35,Medium,29,0.0491581692,5,10.89,Medium,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1442,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,8,0.0135608742,5,7.35,Medium,6,0.0101706557,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1443,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,0,0,0,6,Low,0,0,0,6,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,120,373.8,Moderately Low,Moderately High,2,4,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,480,657.3,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1444,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,39,0.066109262,5,7.35,Medium,5,0.0084755464,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1445,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,7,0.011865765,5,7.35,Low,3,0.0050853278,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1446,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,17,0.0288168578,5,7.35,Medium,3,0.0050853278,5,10.89,Medium,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1447,Polyline,793,518663,A,CPP,CPP,600175,602322,01-01-1954,400,1,932.454515,1954,ARTERIAL,TRSUB-TRANSMISSION MAIN,932.454515,0,4,0.0042897535,5,7.35,Medium,4,0.0042897535,5,10.89,Low,63,1,0.25,12,47.25,15,5,Very High,326.3590803,466.2272575,1576,0.502910113,15,High,320,340.336,Moderately High,Moderately High,4,4,,0,0,W,S,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.6,2 (Low),2 (Low),15,0.0333752697,2.52E-13,0.2264642261,0,150,105,Moderately Low,Moderately Low,2,2,,LAKESHORE,RD,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,680,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1448,Polyline,793,518663,A,CPP,CPP,600175,602322,01-01-1954,400,1,932.454515,1954,ARTERIAL,TRSUB-TRANSMISSION MAIN,932.454515,0,35,0.0375353429,5,7.35,Low,27,0.028955836,5,10.89,Low,63,1,0.25,12,47.25,15,5,Very High,326.3590803,466.2272575,1576,0.502910113,15,High,320,340.336,Moderately High,Moderately High,4,4,,0,0,W,S,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.6,2 (Low),2 (Low),15,0.0333752697,2.52E-13,0.2264642261,0,150,105,Moderately Low,Moderately Low,2,2,,LAKESHORE,RD,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,680,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1449,Polyline,875,521692,A,CPP,CPP,606703,606706,01-01-1972,400,3,979.663249,1972,COLLECTOR,TRSUB-TRANSMISSION MAIN,979.663249,0,26,0.0265397319,5,7.35,Low,16,0.0163321427,5,10.89,Low,45,1,0.25,30,33.75,0,5,Low,342.8821372,489.8316245,1576,0.528371676,15,High,200,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,2.64E-13,0.2379297606,0,150,105,Moderately Low,Moderately Low,2,2,,CITY CENTRE,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1450,Polyline,875,521692,A,CPP,CPP,606703,606706,01-01-1972,400,3,979.663249,1972,COLLECTOR,TRSUB-TRANSMISSION MAIN,979.663249,0,37,0.03776808,5,7.35,Low,16,0.0163321427,5,10.89,Low,45,1,0.25,30,33.75,0,5,Low,342.8821372,489.8316245,1576,0.528371676,15,High,200,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,2.64E-13,0.2379297606,0,150,105,Moderately Low,Moderately Low,2,2,,CITY CENTRE,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1451,Polyline,879,521731,A,CPP,CPP,606757,606765,01-01-1986,400,3,446.459027,1986,LOCAL,TRSUB-TRANSMISSION MAIN,446.459027,0,18,0.0403172495,5,7.35,Low,9,0.0201586248,5,10.89,Low,31,1,0.25,44,23.25,5,10,Medium,156.2606595,223.2295135,1576,0.240793257,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,1.20E-13,0.1084310242,0,150,105,Moderately Low,Moderately Low,2,2,,PRINCE OF WALES,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1452,Polyline,879,521731,A,CPP,CPP,606757,606765,01-01-1986,400,3,446.459027,1986,LOCAL,TRSUB-TRANSMISSION MAIN,446.459027,0,16,0.0358375551,5,7.35,Medium,12,0.0268781664,5,10.89,Low,31,1,0.25,44,23.25,5,10,Medium,156.2606595,223.2295135,1576,0.240793257,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,1.20E-13,0.1084310242,0,150,105,Moderately Low,Moderately Low,2,2,,PRINCE OF WALES,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1453,Polyline,863,521640,A,CPP,CPP,606666,606669,01-01-1972,400,3,416.231852,1972,ARTERIAL,TRSUB-TRANSMISSION MAIN,416.231852,0,16,0.0384401144,5,7.35,Medium,3,0.0072075214,5,10.89,Low,45,1,0.25,30,33.75,0,5,Low,145.6811482,208.115926,1576,0.224490529,15,High,200,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0333752697,1.12E-13,0.1010897827,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1454,Polyline,863,521640,A,CPP,CPP,606666,606669,01-01-1972,400,3,416.231852,1972,ARTERIAL,TRSUB-TRANSMISSION MAIN,416.231852,0,33,0.0792827359,5,7.35,Medium,14,0.0336351001,5,10.89,Medium,45,1,0.25,30,33.75,0,5,Low,145.6811482,208.115926,1576,0.224490529,15,High,200,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0333752697,1.12E-13,0.1010897827,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1455,Polyline,1644,777362,A,CONP,CPP,6566752,6566753,05-01-1987,400,3,8.133399,1987,ARTERIAL,TRSUB-TRANSMISSION MAIN,8.133399,0,14,1.721297578,5,7.35,Low,2,0.245899654,5,10.89,Low,30,1,0.25,45,22.5,5,10,Medium,2.84668965,4.0666995,1576,0.004386668,5,Low,160,295.836,Moderately Low,Moderately High,2,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,2.19E-15,0.0019753499,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,520,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1456,Polyline,1644,777362,A,CONP,CPP,6566752,6566753,05-01-1987,400,3,8.133399,1987,ARTERIAL,TRSUB-TRANSMISSION MAIN,8.133399,0,17,2.0901470591,5,7.35,Low,0,0,0,6,Low,30,1,0.25,45,22.5,5,10,Medium,2.84668965,4.0666995,1576,0.004386668,5,Low,120,252.315,Moderately Low,Medium,2,3,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,2.19E-15,0.0019753499,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,480,535.815,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1457,Polyline,1652,777897,A,CONP,CPP,6566762,6566765,01-01-2006,400,3,299.901511,2006,COLLECTOR,TRSUB-TRANSMISSION MAIN,299.901511,0,22,0.0733574163,5,7.35,Medium,17,0.0566852763,5,10.89,Medium,11,1,0.25,64,8.25,0,15,Low,104.9655289,149.9507555,1576,0.161748911,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,8.09E-14,0.0728367577,0,150,105,Moderately Low,Moderately Low,2,2,,CONFEDERATION,PKWY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1458,Polyline,1652,777897,A,CONP,CPP,6566762,6566765,01-01-2006,400,3,299.901511,2006,COLLECTOR,TRSUB-TRANSMISSION MAIN,299.901511,0,16,0.0533508482,5,7.35,Low,3,0.010003284,5,10.89,Medium,11,1,0.25,64,8.25,0,15,Low,104.9655289,149.9507555,1576,0.161748911,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,8.09E-14,0.0728367577,0,150,105,Moderately Low,Moderately Low,2,2,,CONFEDERATION,PKWY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1459,Polyline,990,525282,A,CPP,CPP,6542446,604180,01-01-1958,450,1,309.514202,1958,ARTERIAL,TRSUB-TRANSMISSION MAIN,309.514202,0,22,0.0710791294,5,7.35,Very High,5,0.0161543476,5,10.89,Low,59,1,0.25,16,44.25,10,5,High,108.3299707,154.757101,826,0.318507351,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,W,S,0,1,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0321616143,4.47E-14,0.040197864,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1460,Polyline,1667,781178,A,CPP,CPP,6567096,592544,28-04-1966,400,3,142.782957,1966,ARTERIAL,TRSUB-TRANSMISSION MAIN,142.782957,0,1,0.007003637,5,7.35,Low,1,0.007003637,5,10.89,Low,51,1,0.25,24,38.25,10,5,High,49.97403495,71.3914785,1576,0.077008575,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),15,0.0333752697,3.85E-14,0.0346775433,0,150,105,Moderately Low,Moderately Low,2,2,,EGLINTON,AVE,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
