FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
3184,Polyline,508,511234,A,CPP,CPP,599446,599661,01-01-1984,400,5,490.400862,1984,ARTERIAL,TRSUB-TRANSMISSION MAIN,490.400862,0,10,0.0203914813,5,7.35,Medium,5,0.0101957406,5,10.89,Medium,33,1,0.25,42,24.75,5,10,Medium,171.6403017,245.200431,1576,0.264492851,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,1.32E-13,0.1191031304,0,0,0,Very Low,Very Low,1,1,,SADDLETREE,TR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,330,500.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3185,Polyline,484,510457,A,CPP,CPP,599723,599514,01-01-1982,400,5,1012.351309,1982,ARTERIAL,TRSUB-TRANSMISSION MAIN,1012.351309,0,12,0.0118535926,5,7.35,Low,8,0.0079023951,5,10.89,Low,35,1,0.25,40,26.25,5,10,Medium,354.3229582,506.1756545,1576,0.546001658,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,2.73E-13,0.2458686746,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3186,Polyline,508,511234,A,CPP,CPP,599446,599661,01-01-1984,400,5,490.400862,1984,ARTERIAL,TRSUB-TRANSMISSION MAIN,490.400862,0,6,0.0122348888,5,7.35,Medium,0,0,0,6,Medium,33,1,0.25,42,24.75,5,10,Medium,171.6403017,245.200431,1576,0.264492851,15,High,200,341.315,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,1.32E-13,0.1191031304,0,0,0,Very Low,Very Low,1,1,,SADDLETREE,TR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,290,456.815,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3187,Polyline,508,511234,A,CPP,CPP,599446,599661,01-01-1984,400,5,490.400862,1984,ARTERIAL,TRSUB-TRANSMISSION MAIN,490.400862,0,9,0.0183523332,5,7.35,Low,1,0.0020391481,5,10.89,Low,33,1,0.25,42,24.75,5,10,Medium,171.6403017,245.200431,1576,0.264492851,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,1.32E-13,0.1191031304,0,0,0,Very Low,Very Low,1,1,,SADDLETREE,TR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,330,500.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3188,Polyline,510,511658,A,CPP,CPP,598108,598109,01-01-1950,400,5,757.007866,1950,COLLECTOR,TRSUB-TRANSMISSION MAIN,757.007866,0,9,0.0118889121,5,7.35,Low,6,0.0079259414,5,10.89,Low,67,1,0.25,8,50.25,15,0,Very High,264.9527531,378.503933,1576,0.408284699,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,1,0,Fail (Pressure),36.5,2 (Low),2 (Low),15,0.0333752697,2.04E-13,0.183853687,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,590,453.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3189,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,11,0.0134873479,5,7.35,Medium,8,0.0098089803,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3190,Polyline,438,508994,A,CPP,CPP,598108,597820,01-01-1985,400,5,240.269381,1985,ARTERIAL,TRSUB-TRANSMISSION MAIN,240.269381,0,18,0.0749159128,5,7.35,Low,10,0.0416199516,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,84.09428335,120.1346905,1576,0.129586912,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.8,2 (Low),2 (Low),15,0.0333752697,6.48E-14,0.0583539664,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3191,Polyline,510,511658,A,CPP,CPP,598108,598109,01-01-1950,400,5,757.007866,1950,COLLECTOR,TRSUB-TRANSMISSION MAIN,757.007866,0,19,0.0250988145,5,7.35,Low,18,0.0237778243,5,10.89,Low,67,1,0.25,8,50.25,15,0,Very High,264.9527531,378.503933,1576,0.408284699,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,1,0,Fail (Pressure),36.5,2 (Low),2 (Low),15,0.0333752697,2.04E-13,0.183853687,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,590,453.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3192,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,15,0.018391838,5,7.35,Medium,5,0.0061306127,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3193,Polyline,1555,743242,A,CPP,CPP,6561441,597821,01-01-1992,400,5,844.093884,1992,COLLECTOR,TRSUB-TRANSMISSION MAIN,844.093884,0,35,0.0414645819,5,7.35,Low,9,0.0106623211,5,10.89,Low,25,1,0.25,50,18.75,0,10,Low,295.4328594,422.046942,1576,0.455253681,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,2.28E-13,0.2050041746,0,150,105,Moderately Low,Moderately Low,2,2,,MAIN,ST,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,High
3194,Polyline,516,511792,A,CPP,CPP,597386,597389,01-01-1979,400,5,25.102184,1979,LOCAL,TRSUB-TRANSMISSION MAIN,25.102184,0,8,0.3186973691,5,7.35,Very High,0,0,0,6,Medium,38,1,0.25,37,28.5,5,10,Medium,8.7857644,12.551092,1576,0.013538615,10,Medium,160,296.815,Moderately Low,Moderately High,2,4,,0,0,I,C,1,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,6.77E-15,0.0060965405,0,150,105,Moderately Low,Moderately Low,2,2,,EASEMENT, , ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,15,9,210,115.5,Moderately High,Medium,5,3,,520,517.315,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3195,Polyline,530,512192,A,CPP,CPP,599288,596307,01-01-1949,400,5,176.665979,1949,LOCAL,TRSUB-TRANSMISSION MAIN,176.665979,0,39,0.2207555763,5,7.35,Low,25,0.1415099848,5,10.89,Low,68,1,0.25,7,51,15,0,Very High,61.83309265,88.3329895,1576,0.095283047,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),39.8,2 (Low),2 (Low),15,0.0333752697,4.77E-14,0.0429066765,0,150,105,Moderately Low,Moderately Low,2,2,,WOODWARD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,590,453.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3196,Polyline,1532,719793,A,CPP,CPP,599000,6558984,08-01-1999,400,6,405.43786,1992,ARTERIAL,TRSUB-TRANSMISSION MAIN,405.43786,0,12,0.0295976306,5,7.35,Medium,2,0.0049329384,5,10.89,Low,25,1,0.25,50,18.75,0,10,Low,141.903251,202.71893,1576,0.218668897,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,1.09E-13,0.0984682574,0,0,0,Very Low,Very Low,1,1,,KENNEDY,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3197,Polyline,1532,719793,A,CPP,CPP,599000,6558984,08-01-1999,400,6,405.43786,1992,ARTERIAL,TRSUB-TRANSMISSION MAIN,405.43786,0,35,0.0863264225,5,7.35,Medium,25,0.0616617304,5,10.89,Low,25,1,0.25,50,18.75,0,10,Low,141.903251,202.71893,1576,0.218668897,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,1.09E-13,0.0984682574,0,0,0,Very Low,Very Low,1,1,,KENNEDY,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3198,Polyline,536,512323,A,CPP,CPP,601519,601879,01-01-1973,400,6,690.38918,1973,ARTERIAL,TRSUB-TRANSMISSION MAIN,690.38918,0,31,0.0449022101,5,7.35,Medium,6,0.0086907503,5,10.89,Low,44,1,0.25,31,33,5,5,Medium,241.636213,345.19459,1576,0.37235457,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,1,0,0,0,0,0,0,Pass,Pass,1 (Negligible),1 (Negligible),15,0.0333752697,1.86E-13,0.1676740783,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,497.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3199,Polyline,536,512323,A,CPP,CPP,601519,601879,01-01-1973,400,6,690.38918,1973,ARTERIAL,TRSUB-TRANSMISSION MAIN,690.38918,0,40,0.0579383356,5,7.35,Medium,3,0.0043453752,5,10.89,Medium,44,1,0.25,31,33,5,5,Medium,241.636213,345.19459,1576,0.37235457,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,1,0,0,0,0,0,0,Pass,Pass,1 (Negligible),1 (Negligible),15,0.0333752697,1.86E-13,0.1676740783,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,497.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3200,Polyline,1930,835777,A,CPP,CPP,601549,6575498,01-01-1980,400,6,475.35995,1980,ARTERIAL,TRSUB-TRANSMISSION MAIN,475.35995,0,14,0.0294513663,5,7.35,Low,3,0.0063110071,5,10.89,Low,37,1,0.25,38,27.75,5,10,Medium,166.3759825,237.679975,1576,0.256380684,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.2,2 (Low),2 (Low),0,0.0333752697,1.28E-13,0.1154501603,0,0,0,Very Low,Very Low,1,1,,VAN KIRK,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3201,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,32,0.021768241,5,7.35,Low,10,0.0068025753,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3202,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,2,0.0024522451,5,7.35,Medium,0,0,0,6,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,200,341.315,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,393.815,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3203,Polyline,401,506938,A,CPP,CPP,592409,592348,01-01-1988,450,6,822.620677,1988,COLLECTOR,TRSUB-TRANSMISSION MAIN,822.620677,0,13,0.0158031525,5,7.35,Low,1,0.0012156271,5,10.89,Low,29,1,0.25,46,21.75,5,10,Medium,287.917237,411.3103385,826,0.846522488,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),39.1,2 (Low),2 (Low),15,0.0321616143,1.19E-13,0.1068370816,0,150,105,Moderately Low,Moderately Low,2,2,,KENNEDY,RD,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3204,Polyline,401,506938,A,CPP,CPP,592409,592348,01-01-1988,450,6,822.620677,1988,COLLECTOR,TRSUB-TRANSMISSION MAIN,822.620677,0,15,0.0182344067,5,7.35,Medium,1,0.0012156271,5,10.89,Medium,29,1,0.25,46,21.75,5,10,Medium,287.917237,411.3103385,826,0.846522488,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),39.1,2 (Low),2 (Low),15,0.0321616143,1.19E-13,0.1068370816,0,150,105,Moderately Low,Moderately Low,2,2,,KENNEDY,RD,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3205,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,4,0.0027210301,5,7.35,Low,1,0.0006802575,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3206,Polyline,396,506596,A,CPP,CPP,601513,601564,01-01-1956,400,6,572.877508,1956,ARTERIAL,TRSUB-TRANSMISSION MAIN,572.877508,0,24,0.0418937725,5,7.35,Medium,18,0.0314203294,5,10.89,Low,61,1,0.25,14,45.75,15,5,Very High,200.5071278,286.438754,1576,0.308975813,15,High,320,340.336,Moderately High,Moderately High,4,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),0,0.0333752697,1.55E-13,0.1391341448,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,350,392.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3207,Polyline,1025,526421,A,CPP,CPP,597688,598051,01-01-1966,400,5,106.409379,1966,COLLECTOR,TRSUB-TRANSMISSION MAIN,106.409379,0,40,0.375906714,5,7.35,Medium,23,0.2161463606,5,10.89,Medium,51,1,0.25,24,38.25,10,5,High,37.24328265,53.2046895,1576,0.057390845,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Pass,Pass,1 (Negligible),1 (Negligible),0,0.0333752697,2.87E-14,0.0258435315,0,0,0,Very Low,Very Low,1,1,,CHINGUACOUSY,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,310,392.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3208,Polyline,1027,526431,A,CPP,CPP,597803,597382,09-01-1995,400,5,144.794747,1995,LOCAL,TRSUB-TRANSMISSION MAIN,144.794747,0,21,0.1450328858,5,7.35,Low,2,0.0138126558,5,10.89,Low,22,1,0.25,53,16.5,0,10,Low,50.67816145,72.3973735,1576,0.078093614,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,3.91E-14,0.0351661446,0,0,0,Very Low,Very Low,1,1,,MCMURCHY,AVE,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3209,Polyline,1027,526431,A,CPP,CPP,597803,597382,09-01-1995,400,5,144.794747,1995,LOCAL,TRSUB-TRANSMISSION MAIN,144.794747,0,37,0.255534132,5,7.35,Low,5,0.0345316395,5,10.89,Low,22,1,0.25,53,16.5,0,10,Low,50.67816145,72.3973735,1576,0.078093614,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,3.91E-14,0.0351661446,0,0,0,Very Low,Very Low,1,1,,MCMURCHY,AVE,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3210,Polyline,1029,526511,A,CPP,CPP,598994,592409,01-01-1988,450,6,128.490607,1988,ARTERIAL,TRSUB-TRANSMISSION MAIN,128.490607,0,14,0.1089573808,5,7.35,Low,2,0.0155653401,5,10.89,Low,29,1,0.25,46,21.75,5,10,Medium,44.97171245,64.2453035,826,0.13222399,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.5,2 (Low),2 (Low),0,0.0321616143,1.85E-14,0.0166875959,0,0,0,Very Low,Very Low,1,1,,WHITEHAVEN,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3211,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,28,0.0190472109,5,7.35,Low,12,0.0081630904,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3212,Polyline,1031,526617,A,CPP,CPP,598311,598469,01-01-1979,400,6,691.98795,1979,ARTERIAL,TRSUB-TRANSMISSION MAIN,691.98795,0,2,0.0028902237,5,7.35,Low,2,0.0028902237,5,10.89,Low,38,1,0.25,37,28.5,5,10,Medium,242.1957825,345.993975,1576,0.373216851,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.8,2 (Low),2 (Low),0,0.0333752697,1.87E-13,0.1680623699,0,0,0,Very Low,Very Low,1,1,,MANCROFT,CR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,330,500.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3213,Polyline,444,509029,A,CPP,CPP,597650,597648,01-01-1980,400,5,677.011726,1980,LOCAL,TRSUB-TRANSMISSION MAIN,677.011726,0,0,0,0,6,Medium,0,0,0,6,Medium,37,1,0.25,38,27.75,5,10,Medium,236.9541041,338.505863,1576,0.365139573,15,High,160,329.3,Moderately Low,Moderately High,2,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),37.6,2 (Low),2 (Low),15,0.0333752697,1.83E-13,0.1644251104,0,150,105,Moderately Low,Moderately Low,2,2,,MOFFATT,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,430,486.8,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3214,Polyline,1120,640371,A,CPP,CPP,6485585,6485590,06-01-2000,400,6,1043.950212,2000,LOCAL,TRSUB-TRANSMISSION MAIN,1043.950212,0,28,0.0268212025,5,7.35,Low,2,0.0019158002,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,365.3825742,521.975106,1576,0.563044213,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,2.82E-13,0.2535430663,0,150,105,Moderately Low,Moderately Low,2,2,,VAN KIRK,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Low
3215,Polyline,1120,640371,A,CPP,CPP,6485585,6485590,06-01-2000,400,6,1043.950212,2000,LOCAL,TRSUB-TRANSMISSION MAIN,1043.950212,0,17,0.0162843015,5,7.35,Low,3,0.0028737003,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,365.3825742,521.975106,1576,0.563044213,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,2.82E-13,0.2535430663,0,150,105,Moderately Low,Moderately Low,2,2,,VAN KIRK,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Low
