W/O #,Service Request #,No. of Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile,COMPKEY
   146973,1,1,05/11/2002,WOLF,WMN,DI,250,593836,6572579,1.3,8.5,1.98 ,CLAY,,GLEN ERIN DR,4,Z46W,0506,806452
  1874330,2168801,1,01/04/2014,WOLF,WMN,DI,200,593840,593839,1.3,8.5,2.13 ,SAND,6833,MONTEVIDEO RD,4,Z46W,0507,514483
  1960877,2271626,1,06/08/2014,WOLF,WMN,DI,150,593841,593842,,,0.00 ,,6975,ESTORIL RD,4,Z46W,0532,514414
  1854525,2150551,1,23/02/2014,WOLF,WMN,DI,150,593841,593842,1.3,8.5,1.83 ,CLAY,6963,ESTORIL RD,4,Z46W,0532,514414
  1437222,1747422,1,18/08/2012,WOLF,WMN,DI,150,593841,593842,1.3,8.5,1.83 ,SACL,6967,ESTORIL RD,4,Z46W,0532,514414
  1047243,1385527,2,04/11/2010,WOLF,WMN,DI,150,593841,593842,1.3,8.5,2.13 ,CLAY,6979,ESTORIL RD,4,Z46W,0532,514414
   379587,465448,1,31/12/2005,WOLF,WMN,DI,200,593843,6581339,1.3,8.5,2.13 ,CLAY,,MONTEVIDEO RD,4,Z46W,0507,856483
  1682325,1955737,1,11/08/2013,WOLF,WMN,DI,200,593849,593838,1.3,8.5,1.83 ,CLAY,2720,GANANOQUE DR,4,Z46W,0507,514489
  1101534,1416244,1,14/01/2011,WOLF,WMN,DI,200,593849,593838,1.3,8.5,1.83 ,CLAY,2720,GANANOQUE DR,4,Z46W,0507,514489
   778452,1114663,1,13/06/2009,WOLF,WMN,DI,200,593849,593838,1.3,8.5,2.13 ,CLAY,2720,GANANOQUE DR,4,Z46W,0507,514489
   507813,1,2,15/09/2007,WOLF,WMN,DI,200,593849,593838,1.3,8.5,2.13 ,CLAY,2720,GANANOQUE DR,4,Z46W,0507,514489
   436536,1,1,13/10/2006,WOLF,WMN,DI,200,593849,593838,1.3,8.5,2.44 ,CLAY,,GANANOQUE DR,4,Z46W,0507,514489
   379733,465679,1,01/01/2006,WOLF,WMN,DI,200,593849,593838,1.3,8.5,1.83 ,CLAY,,GANANOQUE DR,4,Z46W,0507,514489
    93870,1,1,17/12/2001,WOLF,WMN,DI,200,593849,593838,1.3,8.5,2.10 ,CLAY,,GANANOQUE DR,4,Z46W,0507,514489
   279771,1,1,25/12/1998,,WMN,DI,200,593849,593838,1.3,8.5,0.00 ,,,GANANOQUE DR,4,Z46W,0507,514489
  1841292,2138796,1,30/01/2014,WOLF,WMN,DI,150,593856,593857,,,2.13 ,,2662,CANBERRA RD,4,Z46W,0507,522290
  2212169,2492135,1,21/05/2015,WOLF,WMN,DI,300,593860,593878,1.3,8.5,2.44 ,CLAY,AQUITAINE,AQUITAINE AVE,4,,0507,514503
  1984809,2304105,1,17/09/2014,WOLF,WMN,DI,300,593860,593878,1.3,8.5,2.44 ,SAND,NO#,AQUITAINE AVE,4,,0507,514503
   904712,1223245,1,03/01/2010,WOLF,WMN,DI,200,593879,593887,1.3,8.5,1.83 ,CLAY,6448,MONTEVIDEO RD,4,Z46W,0457,514508
  1974395,2289558,1,29/08/2014,WOLF,WMN,DI,150,593898,593918,1.3,8.5,0.00 ,CLAY,2653&2649,INLAKE CT,4,Z46W,0409,514515
  1968336,2284221,1,21/08/2014,WOLF,WMN,DI,150,593898,593918,1.3,8.5,1.83 ,CLAY,2659,INLAKE CT,4,Z46W,0409,514515
  1974296,2289952,1,29/08/2014,WOLF,WMN,DI,150,593900,593901,1.3,8.7,2.44 ,CLAY,2661,QUILL CR,4,Z46W,0433,514430
  1410347,1685506,1,29/05/2012,WOLF,WMN,DI,150,593900,593901,1.3,8.5,1.83 ,CLAY,2765,QUILL CR,4,Z46W,0433,514430
   379740,465618,1,01/01/2006,WOLF,WMN,DI,150,593900,593901,1.3,8.5,1.83 ,CLAY,,QUILL CR,4,Z46W,0433,514430
   335011,361179,1,27/05/2005,WOLF,WMN,DI,150,593900,593901,1.3,8.5,2.44 ,CLAY,,QUILL CR,4,Z46W,0433,514430
   335026,361179,1,27/05/2005,WOLF,WMN,DI,150,593900,593901,1.3,8.5,2.44 ,CLAY,,QUILL CR,4,Z46W,0433,514430
   196771,92888,1,10/07/2003,WOLF,WMN,DI,150,593900,593901,1.3,8.5,1.80 ,CLAY,,QUILL CR,4,Z46W,0433,514430
   186701,91313,1,22/05/2003,WOLF,WMN,DI,150,593900,593901,1.3,8.5,1.80 ,SACL,,QUILL CR,4,Z46W,0433,514430
   123216,1,1,21/05/2002,WOLF,WMN,DI,150,593900,593901,1.3,8.5,2.28 ,CLAY,,QUILL CR,4,Z46W,0433,514430
   280182,1,1,19/07/1999,,WMN,DI,150,593900,593901,1.3,8.5,0.00 ,,,QUILL CR,4,Z46W,0433,514430
   529863,816730,1,30/12/2007,WOLF,WMN,DI,150,593902,593903,1.3,8.5,1.83 ,CLAY,2458,BRASILIA CIR,4,Z46W,0433,514431
   139188,79188,1,12/09/2002,WOLF,WMN,DI,150,593902,593903,1.3,8.5,2.10 ,CLAY,,BRASILIA CIR,4,Z46W,0433,514431
    90264,1,1,04/12/2001,WOLF,WMN,DI,150,593902,593903,,,1.80 ,CLAY,,BRASILIA CIR,4,Z46W,0433,514431
    78981,1,1,29/10/2001,WOLF,WMN,DI,150,593902,593903,1.3,8.5,2.10 ,CLAY,,BRASILIA CIR,4,Z46W,0433,514431
   272716,1,1,03/02/1994,,WMN,DI,150,593904,593905,1.1,8.5,0.00 ,,,COBBINSHAW CIR,4,Z46W,0433,514432
   268698,1,1,05/12/1984,,WMN,DI,150,593904,593905,1.1,8.5,0.00 ,,,COBBINSHAW CIR,4,Z46W,0433,514432
   267885,1,1,25/11/1982,,WMN,DI,150,593904,593905,2.1,,0.00 ,,,COBBINSHAW CIR,4,Z46W,0433,514432
   283653,1,1,06/05/1995,,WMN,DI,150,593908,593909,1.3,8.5,0.00 ,,,LORCA CR,4,Z46W,0432,514434
   836592,1192828,1,27/10/2009,WOLF,WMN,DI,150,593909,593908,1.3,8.5,2.13 ,CLAY,5797,MONTEVIDEO RD,4,Z46W,0432,514527
   438386,608639,1,24/10/2006,WOLF,WMN,DI,150,593913,593914,1.1,8.7,6.00 ,CLAY,3192,WINDWOOD DR,4,Z46W,0433,514530
   270822,1,1,23/12/1991,,WMN,DI,150,593914,593915,1.3,8.5,0.00 ,,,WINDWOOD DR,4,Z46W,0432,514531
  2091926,2372611,1,22/12/2014,WOLF,WMN,DI,150,593915,6589728,,,0.00 ,,,WINDWOOD DR,4,Z46W,0432,920652
   521565,801243,1,24/11/2007,WOLF,WMN,DI,150,593916,593898,1.3,8.5,1.83 ,CLAY,2605,INLAKE CT,4,Z46W,0433,522303
   267305,1,1,08/01/1981,,WMN,CPP,400,593942,594313,1.1,8.6,0.00 ,,,BATTLEFORD RD,4,Z46W,0456,514551
   848706,1206846,1,24/11/2009,WOLF,WMN,PVC,300,594031,594524,2.1,8.6,2.13 ,GRAV,NO #,OLD DERRY RD,4,Z53E,0537,515693
   320860,325185,1,21/03/2005,WOLF,WMN,PVC,300,594038,594040,1.3,8.1,2.13 ,CLAY,,SAMUELSON CIR,4,Z53E,0587,526088
   449890,62774,1,18/12/2006,WOLF,WMN,PVC,300,594039,594038,1.2,8.7,1.83 ,SAND,1710,SAMUELSON CIR,4,Z53E,0587,514649
   282862,1,1,28/06/1993,,WMN,PVC,300,594215,607054,1.3,8.5,0.00 ,,,MISSISSAUGA RD,4,Z45W,0459,523233
   282562,1,1,11/09/1992,,WMN,PVC,300,594215,607054,1.3,8.5,0.00 ,,,MISSISSAUGA RD,4,Z45W,0459,523233
   282014,1,1,21/05/1991,,WMN,PVC,300,594215,607054,1.3,8.5,0.00 ,,,MISSISSAUGA RD,4,Z45W,0459,523233
   455965,639988,1,17/01/2007,WOLF,WMN,CI,200,594232,6582179,1.1,8.7,2.44 ,CLAY,53,EASEMENT ,3,Z45W,0411,858929
   283659,1,1,15/06/1995,,WMN,DI,300,594235,6536284,1.3,8.1,0.00 ,,,QUEEN ST,3,Z46E,0411,695308
   282886,1,1,08/09/1993,,WMN,DI,300,594235,6536284,1.3,8.7,0.00 ,,,QUEEN ST,3,Z46E,0411,695308
   177278,1,1,29/03/2003,WOLF,WMN,PHOEN,400,594239,6576783,1.3,8.5,3.00 ,CLAY,,ARGENTIA RD,4,Z45W,0484,840975
   149528,1,2,20/11/2002,WOLF,WMN,PHOEN,400,594239,6576783,1.3,8.5,2.10 ,CLAY,,ARGENTIA RD,4,Z45W,0484,840975
   456349,641843,1,20/01/2007,WOLF,WMN,PVC,300,594240,594241,2.1,8.7,1.90 ,SAND,6768,FINANCIAL DR,4,,0510,514279
   213374,1,2,12/10/2003,WOLF,WMN,DI,300,594257,594258,1.3,8.5,1.80 ,CLAY,,SOUTHFIELD RD,4,Z46E,0434,514363
  1670128,1935034,1,13/07/2013,WOLF,WMN,CPP301,750,594259,594257,1.3,8.5,1.83 ,CLAY,6415,BATTLEFORD RD,4,Z46E,0433,515729
  1958937,2261366,1,02/08/2014,WOLF,WMN,CPP301,400,594262,6567555,1.2,8.1,2.44 ,CLAY,2220,ARGENTIA RD,4,Z46E,0483,784065
  1126718,1428699,2,12/02/2011,WOLF,WMN,CPP301,400,594262,6567555,1.1,8.7,2.44 ,GRAV,2150,ARGENTIA RD,4,Z46E,0483,784065
   201994,98049,1,09/08/2003,WOLF,WMN,CPP,400,594262,594264,,,0.00 ,,,TURNER VALLEY RD,4,Z46E,0484,514376
    12115,1,1,06/10/2000,WOLF,WMN,CPP301,400,594262,6567555,,,0.00 ,,,ARGENTIA RD,4,Z46E,0483,784065
    10502,1,1,17/09/2000,,WMN,CPP301,400,594262,6567555,,,0.00 ,,,ARGENTIA RD,4,Z46E,0483,784065
   274948,1,1,12/03/1996,,WMN,CPP301,400,594262,6567555,1.3,8.5,0.00 ,,,ARGENTIA RD,4,Z46E,0483,784065
  1439779,1751431,1,24/08/2012,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,2.74 ,SACL,6600,TORQUAY MEWS,4,Z46E,0483,812594
   829934,1187631,1,16/10/2009,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,1.83 ,SAGR,2160,TORQUAY MEWS,4,Z46E,0483,812594
   829951,1187631,1,16/10/2009,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,1.83 ,CLAY,2160,TORQUAY MEWS,4,Z46E,0483,812594
   593615,893733,3,24/07/2008,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,2.13 ,CLAY,6600,TORQUAY MEWS,4,Z46E,0483,812594
   513907,778593,2,17/10/2007,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,1.52 ,CLAY,2170,TORQUAY MEWS,4,Z46E,0483,812594
   444859,1,1,25/11/2006,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,6.00 ,CLAY,2170,TORQUAY MEWS,4,Z46E,0483,812594
   417445,555583,1,04/07/2006,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,2.74 ,CLAY,,TORQUAY MEWS,4,Z46E,0483,812594
   183481,90199,1,01/05/2003,WOLF,WMN,DI,300,594264,6574133,1.3,8.5,1.50 ,CLAY,,TORQUAY MEWS,4,Z46E,0483,812594
   269092,1,1,23/09/1991,,WMN,CPP,400,594264,607057,1.3,8.5,0.00 ,,,TURNER VALLEY RD,4,Z46E,0484,523238
   502703,745136,1,17/08/2007,WOLF,WMN,DI,300,594267,594262,1.3,8.3,2.44 ,CLAY,2121,ARGENTIA RD,4,Z46E,0484,514380
    83021,1,1,11/11/2001,WOLF,WMN,DI,300,594267,594262,1.3,8.5,2.70 ,CLAY,,ARGENTIA RD,4,Z46E,0484,514380
    42761,58110,1,25/04/2001,WOLF,WMN,DI,150,594300,6589724,,,0.00 ,,,GLACE BAY RD,4,Z46W,0408,920630
  1976769,2292973,1,04/09/2014,WOLF,WMN,DI,150,594311,594312,1.3,8.5,1.83 ,CLAY,6356,CHAUMONT CR,4,Z46W,0432,514401
   212104,118227,1,06/10/2003,WOLF,WMN,DI,150,594311,594312,1.3,8.5,1.95 ,CLAY,,CHAUMONT CR,4,Z46W,0432,514401
   501326,1,1,12/08/2007,WOLF,WMN,DI,250,594312,594311,1.3,8.5,2.00 ,CLAY,5681,MONTEVIDEO RD,4,Z46W,0432,514460
   279388,1,1,07/10/1998,,WMN,DI,250,594312,594311,1.3,8.5,0.00 ,,,MONTEVIDEO RD,4,Z46W,0432,514460
  2244642,2561094,1,19/07/2015,WOLF,WMN,DI,150,594316,594317,,,0.00 ,,2839,MONTICELLO MEWS,4,Z46W,0456,526154
  1258287,1576664,1,12/11/2011,WOLF,WMN,CPP,400,594344,594348,1.3,8.5,2.44 ,GRAC,5305,GLEN ERIN DR,4,Z39W,0317,513990
   370265,1,1,22/11/2005,WOLF,WMN,CPP,400,594344,594348,1.3,8.5,2.44 ,CLAY,,GLEN ERIN DR,4,Z39W,0317,513990
   369932,1,1,21/11/2005,WOLF,WMN,CPP,400,594344,594348,1.3,8.5,8.00 ,CLAY,,GLEN ERIN DR,4,Z39W,0317,513990
  1208583,1508553,1,07/07/2011,WOLF,WMN,PVC,300,594539,594542,5.2,8.4,2.13 ,CLAY,6377,WESTERN SKIES WAY,4,Z44W,0513,514149
   112875,1,1,13/03/2002,WOLF,WMN,CPP,750,594582,595062,,,,,,EGLINTON AVE,3,,0299,513700
  2185497,2452792,1,16/04/2015,WOLF,WMN,PVC,200,594587,6523926,,,1.83 ,,JOYMAR,JOYMAR DR,3,Z39E,0363,671174
  2171699,2443341,1,07/04/2015,WOLF,WMN,PVC,200,594587,6523926,1.1,8.7,1.83 ,,72,JOYMAR DR,3,Z39E,0363,671174
   139732,1,1,17/09/2002,WOLF,WMN,PVC,200,594587,6523926,1.3,8.5,2.10 ,CLAY,,JOYMAR DR,3,Z39E,0363,671174
   282848,1,1,15/04/1993,,WMN,DI,150,594625,594724,1.1,8.7,0.00 ,,,THOMAS ST,3,Z39E,0363,513800
  1805098,2121311,1,04/01/2014,WOLF,WMN,PVC,300,594637,594636,2.1,8.6,1.80 ,GRAC,NO #,ERIN CENTRE BLVD,3,Z39E,0297,513808
  1805106,2121311,1,04/01/2014,WOLF,WMN,PVC,300,594637,594636,2.1,8.6,1.80 ,GRAC,2555,ERIN CENTRE BLVD,3,Z39E,0297,513808
   943358,1245124,1,01/03/2010,WOLF,WMN,PVC,150,594673,595059,4.1,8.1,1.83 ,SACL,2014,MONTCREST CT,3,Z39E,0299,513737
    10908,1,1,20/09/2000,WOLF,WMN,CI,150,594709,594745,,,0.00 ,,,HAMMOND RD,3,Z39E,0340,513847
   268679,1,1,14/11/1984,,WMN,CI,150,594709,594745,1.1,8.2,0.00 ,,,HAMMOND RD,3,Z39E,0340,513847
  1250411,1567961,1,23/10/2011,WOLF,WMN,CI,150,594710,594709,1.3,8.7,2.29 ,CLAY,19-21,BREMEN LANE,3,Z39E,0340,513849
  1126607,1428696,1,12/02/2011,WOLF,WMN,CI,150,594710,594709,1.3,8.5,2.44 ,CLAY,19,BREMEN LANE,3,Z39E,0340,513849
  1006549,1331570,1,22/07/2010,WOLF,WMN,CI,150,594710,594711,1.2,8.5,2.44 ,GRAV,70,MORGON AVE,3,Z39E,0340,513744
  1005217,1329986,1,20/07/2010,WOLF,WMN,CI,150,594710,594711,1.2,8.5,2.13 ,CLAY,70,MORGON AVE,3,Z39E,0340,513744
   494892,1,1,07/07/2007,WOLF,WMN,CI,150,594710,594711,1.1,8.7,1.83 ,CLAY,70,MORGON AVE,3,Z39E,0340,513744
   107896,1,1,14/02/2002,WOLF,WMN,CI,150,594710,594711,1.1,8.7,1.80 ,CLAY,,MORGON AVE,3,Z39E,0340,513744
   284401,1,1,13/12/1999,,WMN,CI,150,594710,594711,1.1,8.7,0.00 ,,,MORGON AVE,3,Z39E,0340,513744
   130310,1,1,11/07/2002,WOLF,WMN,CI,150,594711,594706,1.3,8.5,1.35 ,CLAY,,HILLSIDE DR,3,Z39E,0340,526201
   378631,1,1,27/12/2005,WOLF,WMN,DI,200,594715,594706,1.3,8.5,2.44 ,CLAY,,HILLSIDE DR,3,Z39E,0340,513852
   275614,1,1,31/10/1997,,WMN,DI,200,594715,594706,1.3,8.5,0.00 ,,,HILLSIDE DR,3,Z39E,0340,513852
   164749,86068,1,02/02/2003,WOLF,WMN,CI,200,594716,594712,1.3,8.5,1.80 ,SACL,,BREMEN LANE,3,Z39E,0340,513853
  1630815,1897025,1,17/05/2013,WOLF,WMN,DI,150,594717,594719,1.3,8.5,2.44 ,CLAY,5,VANTAGE CIR,3,Z39E,0340,513746
  1250501,1567202,1,21/10/2011,WOLF,WMN,DI,150,594717,594719,1.3,8.5,1.80 ,SACL,1,VANTAGE CIR,3,Z39E,0340,513746
  1427276,1730846,1,25/07/2012,WOLF,WMN,DI,200,594719,594716,1.3,8.5,2.44 ,CLAY,N/W C,MULLET DR,3,Z39E,0340,513855
   983791,1295576,1,25/05/2010,WOLF,WMN,DI,200,594719,594716,1.3,8.5,2.44 ,CLAY,58,MULLET DR,3,Z39E,0340,513855
   355728,1,1,15/09/2005,WOLF,WMN,DI,200,594719,594716,1.3,8.5,2.44 ,CLAY,,MULLET DR,3,Z39E,0340,513855
    10145,1,1,12/09/2000,WOLF,WMN,DI,200,594719,594716,,,0.00 ,,,MULLET DR,3,Z39E,0340,513855
   272747,1,1,31/03/1994,,WMN,DI,200,594719,594716,1.3,8.5,0.00 ,,,MULLET DR,3,Z39E,0340,513855
  1697987,1978062,1,18/09/2013,WOLF,WMN,CI,150,594728,6576502,1.3,8.5,2.44 ,CLAY,274,VICTORIA ST,3,Z39E,0364,839879
   275593,1,1,08/09/1997,,WMN,PVC,150,594738,595061,1.2,8.1,0.00 ,,,MISSISSAUGA RD,3,Z39E,0320,515747
  2220099,2503690,1,01/06/2015,WOLF,WMN,DI,200,594742,594740,1.1,8.7,2.13 ,,TURNEY,TURNEY DR,4,,0410,513868
   714379,1040928,1,07/02/2009,WOLF,WMN,DI,300,594742,594276,1.3,8.5,2.44 ,CLAY,2285,BRITANNIA RD,4,Z46E,0410,515669
  1805124,2123436,1,05/01/2014,WOLF,WMN,CI,150,594745,594711,1.3,,2.44 ,CLAY,272,HILLSIDE DR,3,Z39E,0340,526202
   279768,1,1,19/12/1998,,WMN,CI,150,594745,594711,1.1,8.7,0.00 ,,,HILLSIDE DR,3,Z39E,0340,526202
   273652,1,1,14/01/1996,,WMN,CI,150,594745,594711,1.1,8.7,0.00 ,,,HILLSIDE DR,3,Z39E,0340,526202
  2213332,2495635,1,24/05/2015,WOLF,WMN,CI,150,594746,594747,1.1,8.5,2.44 ,CLAY,54,THOMAS ST,3,Z39E,0363,513750
   282796,1,1,16/03/1993,,WMN,CI,150,594746,594747,1.1,8.7,0.00 ,,,THOMAS ST,3,Z39E,0363,513750
   347836,1,1,03/08/2005,WOLF,WMN,PVC,300,594747,594729,1.2,8.5,3.04 ,CLAY,,THOMAS ST,3,Z39E,0364,513872
   289799,1,1,04/01/1988,,WMN,PVC,300,594747,594729,1.1,,0.00 ,,,THOMAS ST,3,Z39E,0364,513872
  1597462,1880796,1,23/04/2013,WOLF,WMN,CI,200,594748,594716,1.3,8.5,2.44 ,CLAY,65,BREMEN LANE,3,Z39E,0340,513874
  1465593,1787810,1,30/10/2012,WOLF,WMN,DI,150,594751,594695,1.3,8.5,2.44 ,CLAY,35,ONTARIO CT,3,Z39E,0387,513752
   640532,989335,1,21/10/2008,WOLF,WMN,DI,150,594751,594695,1.3,8.5,1.98 ,CLAY,31,ONTARIO CT,3,Z39E,0387,513752
   280569,1,1,12/02/1999,,WMN,DI,150,594751,594695,1.3,8.5,0.00 ,,,ONTARIO CT,3,Z39E,0387,513752
   375986,1,1,14/12/2005,WOLF,WMN,CI,150,594752,594758,1.1,8.7,1.83 ,CLAY,,WILLIAM ST,3,Z39E,0387,526195
   283245,1,1,14/02/1994,,WMN,CI,150,594752,594758,1.1,8.5,0.00 ,,,WILLIAM ST,3,Z39E,0387,526195
   282868,1,1,13/12/1995,,WMN,PVC,150,594765,594792,1.1,8.7,0.00 ,,,VISTA BLVD,4,Z39E,0362,526196
    29327,1,1,24/02/2001,WOLF,WMN,PVC,200,594793,6555477,,,0.00 ,,,VISTA BLVD,4,Z39E,0363,716246
    73025,1,1,01/10/2001,WOLF,WMN,PVC,150,594933,594934,1.3,8.5,1.80 ,CLAY,,WINTERGROVE GDNS,3,Z38W,0365,526181
   274260,1,1,08/11/1995,,WMN,PVC,150,594933,594934,2.1,8.5,0.00 ,,,WINTERGROVE GDNS,3,Z38W,0365,526181
  1687092,1961792,1,21/08/2013,WOLF,WMN,PVC,150,594981,594983,1.3,8.7,2.13 ,SAGR,OPP 5292,DURIE RD,3,Z38W,0321,513642
  1611891,1885885,1,01/05/2013,WOLF,WMN,DI,150,594989,594990,1.3,8.5,2.44 ,CLAY,5343,DRENKELLY CT,3,Z38W,0342,513649
   640169,988042,1,19/10/2008,WOLF,WMN,DI,150,594989,594990,1.3,8.5,1.83 ,CLAY,5351,DRENKELLY CT,3,Z38W,0342,513649
   396893,490880,1,15/03/2006,WOLF,WMN,DI,150,594989,594990,1.3,8.5,2.13 ,CLAY,,DRENKELLY CT,3,Z38W,0342,513649
   254840,1,1,03/05/2004,WOLF,WMN,DI,150,594989,594990,1.3,8.5,2.10 ,CLAY,,DRENKELLY CT,3,Z38W,0342,513649
   737401,1061661,1,21/03/2009,WOLF,WMN,DI,150,594990,6542106,1.3,8.5,1.83 ,CLAY,1779,KILDARE CT,3,Z38W,0342,702845
   571035,901412,1,30/05/2008,WOLF,WMN,DI,150,594993,594989,1.3,8.5,1.83 ,CLAY,NO #,CAROLYN RD,3,Z38W,0342,513648
   272066,1,1,08/07/1993,,WMN,DI,150,594993,594989,1.3,8.5,0.00 ,,,CAROLYN RD,3,Z38W,0342,513648
  1262060,1582645,1,23/11/2011,WOLF,WMN,CI,150,595034,6565762,1.3,8.5,1.83 ,CLAY,130,CHURCH ST,3,Z38W,0387,762970
   916026,1233053,1,18/01/2010,WOLF,WMN,CI,150,595034,6565762,1.1,8.7,1.52 ,CLAY,opp 130,CHURCH ST,3,Z38W,0387,762970
   292820,1,1,19/11/2004,WOLF,WMN,CI,150,595034,6565762,1.1,8.7,1.80 ,CLAY,,CHURCH ST,3,Z38W,0387,762970
   275604,1,1,05/10/1997,,WMN,CI,150,595034,6565762,1.1,8.7,0.00 ,,,CHURCH ST,3,Z38W,0387,762970
   273027,1,1,09/01/1989,,WMN,CI,150,595034,6565762,1.1,8.2,0.00 ,,,CHURCH ST,3,Z38W,0387,762970
   270500,1,1,15/12/1986,,WMN,CI,150,595034,6565762,1.1,,0.00 ,,,CHURCH ST,3,Z38W,0387,762970
   279255,1,1,05/01/1984,,WMN,CI,150,595034,6565762,1.1,,0.00 ,,,CHURCH ST,3,Z38W,0387,762970
   268177,1,1,27/11/1983,,WMN,CI,150,595034,6565762,1.1,8.6,0.00 ,,,CHURCH ST,3,Z38W,0387,762970
  1655136,1911774,1,10/06/2013,WOLF,WMN,DI,350,595035,6328756,1.3,8.7,1.83 ,CLAY,8,WATER ST,3,Z38W,0364,636220
   279982,1,1,25/07/1998,,WMN,DI,350,595035,6328756,1.3,8.5,0.00 ,,,WATER ST,3,Z38W,0364,636220
   183720,90270,1,02/05/2003,WOLF,WMN,CI,350,595037,607450,1.1,8.7,1.80 ,CLAY,,CHURCH ST,3,Z38W,0364,513689
   269010,1,1,04/06/1985,,WMN,CI,350,595037,607450,1.3,8.5,0.00 ,,,CHURCH ST,3,Z38W,0364,513689
  1552213,1828799,1,10/01/2013,WOLF,WMN,CI,150,595040,6580180,1.2,8.1,1.83 ,CLAY,194,WYNDHAM ST,3,Z38W,0364,852374
   724486,1055611,1,10/03/2009,WOLF,WMN,CI,150,595040,6580180,1.3,8.5,2.13 ,SAND,190,WYNDHAM ST,3,Z38W,0364,852374
   234778,155988,1,28/01/2004,WOLF,WMN,CI,150,595040,6580180,1.1,8.7,1.80 ,SACL,,WYNDHAM ST,3,Z38W,0364,852374
   225168,1,1,13/12/2003,WOLF,WMN,CI,150,595040,6580180,1.1,8.7,1.68 ,SACL,,WYNDHAM ST,3,Z38W,0364,852374
   811767,1160976,1,03/09/2009,WOLF,WMN,CPP,400,595045,595024,1.3,8.5,3.66 ,CLAY,5215,MISSISSAUGA RD,3,Z38W,0320,513694
   520453,798918,1,20/11/2007,WOLF,WMN,DI,250,595051,595050,1.2,8.5,1.83 ,CLAY,335,CHURCH ST,3,Z38W,0364,513563
   159704,1,1,14/01/2003,WOLF,WMN,DI,250,595051,595050,1.1,8.7,1.80 ,SAND,,CHURCH ST,3,Z38W,0364,513563
   280707,1,1,24/02/1999,,WMN,DI,250,595051,595050,1.3,8.5,0.00 ,,,CHURCH ST,3,Z38W,0364,513563
   274268,1,1,07/12/1995,,WMN,DI,250,595051,595050,5.2,8.5,0.00 ,,,CHURCH ST,3,Z38W,0364,513563
   264321,1,1,24/06/2004,WOLF,WMN,DI,250,595052,6558266,1.3,8.5,2.10 ,CLAY,,EASEMENT ,3,Z38W,0320,718566
  1182646,1468054,1,03/05/2011,WOLF,WMN,CPP,400,595063,595048,4.1,8.5,1.83 ,,Cnr/Chbr,MISSISSAUGA RD,3,Z38W,0299,513703
   592160,937992,1,23/07/2008,WOLF,WMN,DI,150,595066,595067,1.3,8.5,2.13 ,SAND,1645,BARBERTOWN RD,3,Z38W,0300,513704
  1201244,1498395,1,19/06/2011,WOLF,WMN,PVC,150,595071,594982,1.3,8.5,2.74 ,CLAY,1551,CAROLYN RD,3,,0342,513643
   513252,778051,3,16/10/2007,WOLF,WMN,PVC,150,595071,594982,1.3,8.5,1.83 ,CLAY,1527,CAROLYN RD,3,,0342,513643
  1257062,1565043,1,09/11/2011,WOLF,WMN,PVC,300,595267,595268,2.1,8.7,1.98 ,CLAY,5110,SHERWOOD MILLS BLVD,3,Z38E,0322,513444
  1680237,1951283,1,04/08/2013,WOLF,WMN,PVC,250,595342,595341,1.2,8.7,2.74 ,SACL,452,BARONDALE DR,4,Z36W,0349,513014
   282851,1,1,18/09/1995,,WMN,PVC,300,595351,595806,1.3,8.5,0.00 ,,,THORNWOOD DR,4,Z36W,0327,513019
  1859541,2153358,1,01/03/2014,WOLF,WMN,PVC,300,595427,595474,4.1,8.7,2.44 ,GRAV,NO #,CEREMONIAL DR,4,Z37E,0325,513095
   279425,1,1,23/09/1998,,WMN,PVC,150,595457,595459,2.1,8.7,0.00 ,,,SILVERTHORNE CR,4,Z37E,0325,513113
  1819859,2131040,1,14/01/2014,WOLF,WMN,DI,150,595474,607122,1.3,8.5,3.05 ,CLAY,5085,MCLAUGHLIN RD,4,Z37E,0325,523356
  1634005,1907689,1,25/05/2013,WOLF,WMN,DI,150,595474,607122,1.3,8.5,3.96 ,CLAY,5085,MCLAUGHLIN RD,4,Z37E,0325,523356
  1250535,1566937,1,21/10/2011,WOLF,WMN,DI,150,595474,607122,1.3,8.5,3.35 ,CLAY,5085,MCLAUGHLIN RD,4,Z37E,0325,523356
   284451,1,1,27/04/1998,,WMN,DI,150,595474,607122,1.3,8.7,0.00 ,,,MCLAUGHLIN RD,4,Z37E,0325,523356
  1249906,1566493,1,20/10/2011,WOLF,WMN,PVC,150,595624,608481,1.2,8.7,1.83 ,SAND,1547,FLAMBOROUGH CIR,3,Z31,0279,525217
  1040506,1375177,1,16/10/2010,WOLF,WMN,DI,300,595644,595609,1.3,8.5,6.10 ,CLAY,S/E C,HAYDOCK PARK DR,3,Z31,0256,512798
