OBJECTID_1 *,Shape,GRPCODE,OID_,GRPCODE_1,OBJECTID,GDO_GID,HANSEN_COM,WM_WATERMA,INFRA_STAT,WM_WATERM1,WMODEL_ID,WMODEL_ID_,WMODEL_ID1,WM_WATERM2,MATERIAL,FRM_NODE,TO_NODE,WPZ_ID,CAM_CATEGO,CAM_CATEG1,COMPKEY,INSTALL_DA,SERVSTAT,M_TYPE,DIAMETER,WPZ,INST_YR,ST_CLASS,YR2012,YR2031,Source,GISID,GRPCODE_12,GHD_Edit,Shape_Leng,YR_INSTALL,TRANS,PCSDesc,DCSDesc,PCScore,DCScore,SOIL,DRAINAGE,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,LT01,LT02,LT03,LT04,LT05,LT06,LT07,LT08,LT09,LT10,LT11,LT12,LT13,LT14,LT15,LT16,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,SEVERITY,DURATION,RES01,RES02,RES03,RES04,RES05,RES06,RES07,RES08,RES09,RES10,RES11,RES12,RES13,RES14,RES15,RES16,RS01,RS02,RS03,RS04,RS05,RS06,RS07,RS08,RS09,RS10,RS11,RS12,RS13,RS14,RS15,RS16,MAXRISK,DNMMLD,Model_ID,GISIDForm,LEN_M,TOTCNSQS,TOTRISK,ST_NAME,ST_TYPE,ST_DIR,CITY,INSTDATE,Shape_Le_1,TM,DNM,TOT_LV,TOT_RES,A2031,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Pres_Zone,Tran_main,Remove_Seg,Crit_Rests,CritPres2D,CritConsSc,Crit_Res_1,CritPres7D,CCS2D,AdjNodes,ANBPCS,RFOCS,OPSC,MAFIP,PCU,NPA,DCS,Seg_ID,OPSC_NUM,OPSC_TEXT,DSC_NUM,DSC_TEXT,Demand_Met,Duration_1,Row_Labels,MaxTOTRISK,Grp_C_Risk,Age,Group_Mat,RiskThresh,Adj_Length,Dia_x_len,Dia_x_lenO,SOGR_HANSN,Ex_Hi_2031,Priority,SCORE,C06_Cost,C07_Cost,C08_Cost,SumCost,InsigSum,LowSum,MedSum,HighSum,ExtSum,InsigSum1A,LowSum1A,Shape_Length
4020,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,1.563394
4021,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,9.236839
4022,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,1.747741
4023,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,6.423846
4024,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,310.963016
4025,Polyline,M55,299,M55,4239,27041,714877,R,A,4,0, , ,  PWL,CPP,605244,6553826, N2, YD,ILDISTRIBUTION MAIN - LARGE DIAMETE,0,1/0/1900 0:00,01A,CPP,400,2,1981,ARTERIAL,X,X,LAKE_BASED_WATERMAIN,4329,M55,Consolidated,400.714883,1981,0,(Low),(Negligible),2,1,SL,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.25,0.25,0.25,4,2,1,4,3,1,2,1,1,1,0,1789.77002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,80,40,50,10,6,8,10,10,80,15,20,25,80,6775,36627,4329,400.714883,20,485,CEDARGLEN,GT, ,MISSISSAUGA,1/0/1900 0:00,25.914214,No,4.6711,24.25,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.0875,360,18.819444,1 (Negligible),M55,2,(Low),1,(Negligible),0,0,M55,485,M55 485,33,CPP,Low, , , , , ,0,485,2500,275000,5000,282500,0,282500,0,0,0,905000,0,25.914214
4026,Polyline,M55,299,M55,4239,27041,714877,R,A,4,0, , ,  PWL,CPP,605244,6553826, N2, YD,ILDISTRIBUTION MAIN - LARGE DIAMETE,0,1/0/1900 0:00,01A,CPP,400,2,1981,ARTERIAL,X,X,LAKE_BASED_WATERMAIN,4329,M55,Consolidated,400.714883,1981,0,(Low),(Negligible),2,1,SL,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.25,0.25,0.25,4,2,1,4,3,1,2,1,1,1,0,1789.77002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,80,40,50,10,6,8,10,10,80,15,20,25,80,6775,36627,4329,400.714883,20,485,CEDARGLEN,GT, ,MISSISSAUGA,1/0/1900 0:00,25.914214,No,4.6711,24.25,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.0875,360,18.819444,1 (Negligible),M55,2,(Low),1,(Negligible),0,0,M55,485,M55 485,33,CPP,Low, , , , , ,0,485,2500,275000,5000,282500,0,282500,0,0,0,905000,0,3.581313
4027,Polyline,N55,1413,N55,4217,26974,714667,R,A,3,6558044, ,6553565,  PWL,PVC,6553546,6553565, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,01A,PVC,300,2,2000,ARTERIAL,Y,Y,LAKE_BASED_WATERMAIN,4307,N55,Consolidated,1288.838634,2000,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,1,0.1,0.1,0.1,0.75,0.1,0.5,3,2,1,3,1,3,2,1,1,2,0,2719.070068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,76,9.5,9.5,7.6,42.75,7.6,47.5,76,10292.7998,36545,4307,1288.838634,19,468.3500366,DUNDAS,ST W, ,MISSISSAUGA,1/0/1900 0:00,23.426105,No,2.6571,24.65,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.8238,360,28.591111,1 (Negligible),N55,2,(Low),1,(Negligible),0,0,N55,468.350037,N55 468.350036621,14,PVC,Low, , , , , ,0,468.3500366,175000,275000,5000,455000,0,455000,0,0,0,455000,0,52.821924
4028,Polyline,M55,299,M55,4239,27041,714877,R,A,4,0, , ,  PWL,CPP,605244,6553826, N2, YD,ILDISTRIBUTION MAIN - LARGE DIAMETE,0,1/0/1900 0:00,01A,CPP,400,2,1981,ARTERIAL,X,X,LAKE_BASED_WATERMAIN,4329,M55,Consolidated,400.714883,1981,0,(Low),(Negligible),2,1,SL,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.25,0.25,0.25,4,2,1,4,3,1,2,1,1,1,0,1789.77002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,80,40,50,10,6,8,10,10,80,15,20,25,80,6775,36627,4329,400.714883,20,485,CEDARGLEN,GT, ,MISSISSAUGA,1/0/1900 0:00,25.914214,No,4.6711,24.25,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.0875,360,18.819444,1 (Negligible),M55,2,(Low),1,(Negligible),0,0,M55,485,M55 485,33,CPP,Low, , , , , ,0,485,2500,275000,5000,282500,0,282500,0,0,0,905000,0,4.256066
4029,Polyline,M55,299,M55,4239,27041,714877,R,A,4,0, , ,  PWL,CPP,605244,6553826, N2, YD,ILDISTRIBUTION MAIN - LARGE DIAMETE,0,1/0/1900 0:00,01A,CPP,400,2,1981,ARTERIAL,X,X,LAKE_BASED_WATERMAIN,4329,M55,Consolidated,400.714883,1981,0,(Low),(Negligible),2,1,SL,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.25,0.25,0.25,4,2,1,4,3,1,2,1,1,1,0,1789.77002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,80,40,50,10,6,8,10,10,80,15,20,25,80,6775,36627,4329,400.714883,20,485,CEDARGLEN,GT, ,MISSISSAUGA,1/0/1900 0:00,25.914214,No,4.6711,24.25,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.0875,360,18.819444,1 (Negligible),M55,2,(Low),1,(Negligible),0,0,M55,485,M55 485,33,CPP,Low, , , , , ,0,485,2500,275000,5000,282500,0,282500,0,0,0,905000,0,144.07868
4030,Polyline,B23,1460,B23,4244,29587,747313,R,A,3,6568768, ,6048165,  PWL,PVC,6563065,604816, N2, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,0,01A,PVC,300,2,2006,ARTERIAL,X,X,Water Model,4334,B23,Singular,232.946308,2006,0,(Low),(Negligible),2,1,S,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,4,2,1,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.6,67.5,45,7.2,36,45,9,5.4,7.2,9,9,7.2,5.4,7.2,45,67.5,0,39973,4334,232.946308,18,310.5,QUEENSWAY EAST, , ,MISSISSAUGA,0,232.946308,No,2.0099,17.25,0,Yes,0,0, ,YES,Zone 2,NO,NO,Pass,Pass,1 (Negligible),Not run,Not run,Not run,NO,n/a,n/a,1 (Negligible),1.8537,360,0,1 (Negligible),B23,2,(Low),1,(Negligible),0,0,B23,310.5,B23 310.5,8,PVC,Low, , , , , ,0,310.5,2500,275000,5000,282500,282500,0,0,0,0,905000,0,232.946308
4062,Polyline,Z72,388,Z72,4278,0,0, , ,0, , , , , , , , , , ,0,0, ,TMCPP,400,2,2012, ,Y,Y, , ,Z72, ,285.9727,2012,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,4,2,1,4,3,3,2,1,1,2,0,64687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25,4.6,86.25,57.5,9.2,46,57.5,11.5,34.5,9.2,11.5,11.5,9.2,17.25,23,28.75,86.25,244867,19455,4406,285.9727,23,434.7000122,BURNHAMTHORPE,RD,E,MISSISSAUGA,0,285.9727,No,17.6246,18.9,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),38.7,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),8.6549,360,680.186389,1 (Negligible),Z72,2,(Low),1,(Negligible),0,0,Z72,434.700012,Z72 434.700012206999,2,CPP,Low, , , , , ,0,434.7000122,175000,275000,5000,455000,0,455000,0,0,0,2250000,0,285.9727
1,Polyline,U52,1273,U52,1,13925,523938,R,A,7,50WM-G15-0001, ,  WN-G15-0002,  PWL_,TMDI,607292,607293, N4, NS,TRSUB-TRANSMISSION MAIN,5239,01-09-1987 0:00,01A,TMDI,700,4,1954,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,1,U52,Singular,21.556493,1987,0,Inactive/Closed,Inactive/Closed,0,0,C,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,1,0.1,1,0.1,1,1,4,0,0,4,3,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,8,40,50,10,60,8,100,10,80,6,80,100,100,0,18075,1,21.556493,20,683,TOMKEN,RD, ,MISSISSAUGA,01-09-1987 0:00,21.556493,No,228.314,34.150002,0,Yes,0,0, ,NO,Zone 4,NO,NO,Inactive/Closed,Inactive/Closed,Inactive/Closed,Inactive/Closed,Inactive/Closed,Inactive/Closed,NO,n/a,n/a,Inactive/Closed,0,360,0,Inactive/Closed,U52,0,Inactive/Closed,0,Inactive/Closed,0,0,U52,683,U52 683,27,DI,Moderate, , , , , ,0,683,175000,275000,5000,455000,0,0,455000,0,0,1430000,0,21.556493
8,Polyline,B41,1357,B41,8,22616,677916,NAMP,A,6,6529884, ,6526725,  PWL,DIHY,PC6526724,6526725, N4, NS,TRSUB-TRANSMISSION MAIN,6779,20-06-2005 0:00,20A,DIHY,600,4,2005,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,8,B41,Consolidated,386.89494,2005,0,(Moderate),(Negligible),3,1,C,I,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.1,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.25,3,3,1,4,2,4,2,1,1,3,0,259187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4.8,90,12,9.6,48,60,12,72,9.6,12,12,9.6,7.2,96,30,96,981130,27249,8,386.89494,24,502.8000488,COTTRELLE,BLVD, ,BRAMPTON,20-06-2005 0:00,305.966194,No,16.8012,20.950001,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),31.8,3 (Moderate),Not run,Not run,Not run,NO,n/a,n/a,3 (Moderate),14.1231,360,2725.360556,1 (Negligible),B41,3,(Moderate),1,(Negligible),0,0,B41,502.800049,B41 502.800048828,9,DIHY,Low, , , , , ,0,502.8000488,625000,275000,5000,905000,0,905000,0,0,0,1880000,0,305.966194
9,Polyline,B41,1357,B41,8,22616,677916,NAMP,A,6,6529884, ,6526725,  PWL,DIHY,PC6526724,6526725, N4, NS,TRSUB-TRANSMISSION MAIN,6779,20-06-2005 0:00,20A,DIHY,600,4,2005,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,8,B41,Consolidated,386.89494,2005,0,(Moderate),(Negligible),3,1,C,I,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.1,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.25,3,3,1,4,2,4,2,1,1,3,0,259187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4.8,90,12,9.6,48,60,12,72,9.6,12,12,9.6,7.2,96,30,96,981130,27249,8,386.89494,24,502.8000488,COTTRELLE,BLVD, ,BRAMPTON,20-06-2005 0:00,305.966194,No,16.8012,20.950001,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),31.8,3 (Moderate),Not run,Not run,Not run,NO,n/a,n/a,3 (Moderate),14.1231,360,2725.360556,1 (Negligible),B41,3,(Moderate),1,(Negligible),0,0,B41,502.800049,B41 502.800048828,9,DIHY,Low, , , , , ,0,502.8000488,625000,275000,5000,905000,0,905000,0,0,0,1880000,0,15.593912
10,Polyline,B41,1357,B41,8,22616,677916,NAMP,A,6,6529884, ,6526725,  PWL,DIHY,PC6526724,6526725, N4, NS,TRSUB-TRANSMISSION MAIN,6779,20-06-2005 0:00,20A,DIHY,600,4,2005,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,8,B41,Consolidated,386.89494,2005,0,(Moderate),(Negligible),3,1,C,I,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.1,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.25,3,3,1,4,2,4,2,1,1,3,0,259187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4.8,90,12,9.6,48,60,12,72,9.6,12,12,9.6,7.2,96,30,96,981130,27249,8,386.89494,24,502.8000488,COTTRELLE,BLVD, ,BRAMPTON,20-06-2005 0:00,305.966194,No,16.8012,20.950001,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),31.8,3 (Moderate),Not run,Not run,Not run,NO,n/a,n/a,3 (Moderate),14.1231,360,2725.360556,1 (Negligible),B41,3,(Moderate),1,(Negligible),0,0,B41,502.800049,B41 502.800048828,9,DIHY,Low, , , , , ,0,502.8000488,625000,275000,5000,905000,0,905000,0,0,0,1880000,0,65.334835
35,Polyline,A72,1235,A72,35,1825,508387,R,A,4,00WM-H22-0087, ,  WN-H22-0041,  PWL,DI,598770,598768, N5, NS,TRSUB-TRANSMISSION MAIN,5083,1/0/1900 0:00,01A,DI,400,5,1978,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,35,A72,Consolidated,435.884712,1978,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.75,1,0.1,1,1,3,2,1,3,2,3,2,1,1,2,0,58.989601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,50,80,40,50,10,30,8,10,75,80,6,80,100,100,223.300003,2056,35,435.884712,20,700,WILLIAMS,PKWY,E,BRAMPTON,1/0/1900 0:00,435.884712,No,0.8614,35,0,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Pressure),39.7,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.3131,360,0.620278,1 (Negligible),A72,2,(Low),1,(Negligible),0,0,A72,700,A72 700,36,DI,High, , , , , ,153,700,175000,275000,5000,455000,0,0,0,455000,0,455000,0,435.884712
36,Polyline,B72,1261,B72,36,1914,508485,R,A,4,00WM-H22-0053, ,  WN-H22-0027,  PWL,DI,598768,598486, N5, NS,TRSUB-TRANSMISSION MAIN,5084,1/0/1900 0:00,01A,DI,400,5,1978,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,36,B72,Consolidated,369.935003,1978,0,(Low),(Negligible),2,1,CL,I,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,3,2,1,3,2,3,2,1,3,2,0,2986.330078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,33,82.5,55,88,44,55,11,33,8.8,11,11,88,6.6,88,110,110,11304.5,2158,36,369.935003,22,741.3999634,WILLIAMS,PKWY,E,BRAMPTON,1/0/1900 0:00,369.935003,No,0.8353,33.700001,0,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Pressure),37.4,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.6752,360,31.401389,1 (Negligible),B72,2,(Low),1,(Negligible),0,0,B72,741.399963,B72 741.399963379,36,DI,Moderate, , , , , ,0,741.3999634,175000,275000,5000,455000,0,0,455000,0,0,2250000,0,369.935003
37,Polyline,E47,1306,E47,37,2197,508805,R,A,4,00WM-I23-0039, ,  WN-I23-0006,  PWL,DI,597907,597908, N5, NS,TRSUB-TRANSMISSION MAIN,5088,30682,01A,DI,400,5,1984,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,37,E47,Singular,11.88433,1984,0,(Low),(Negligible),2,1,C,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,1,0.1,0.1,0.1,1,0.1,1,1,3,2,1,3,2,1,2,1,1,1,0,597.028992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.4,63.75,42.5,68,34,42.5,8.5,51,6.8,8.5,8.5,68,5.1,68,85,85,2260,2488,37,11.88433,17,565.25,AIRPORT,RD, ,BRAMPTON,30682,11.88433,No,6.5673,33.25,0,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.5116,360,6.277778,1 (Negligible),E47,2,(Low),1,(Negligible),0,0,E47,565.25,E47 565.25,30,DI,Moderate, , , , , ,0,565.25,2500,275000,5000,282500,0,0,282500,0,0,1880000,0,11.88433
