Mitigation_Matrix_Score,,CritPres2D,Tran_main,WL,TARGET_ENVMT_SCR,PAN,WTR,Performance_Level,Hosp_Serv,INFRA_STAT,HANSEN_COM,Condition_Score_Level,BRKS_FVYRS_Level,MI_SCR,STANDARD_CONFOR,Condition_level,Criticality_Score_Level,RiskThresh,FID,TRANS,TARGET_Criticality_SCR,BRKS_FVYRS,TARGET_Performance_Score_Level,TARGET_Mat_Fact,Criticality_Level,DIAMETER,FLP,Hospital,TARGET_Criticality_Level,Source,HL,ST_CLASS,HDL,Model_Mitigation,Criticality_SCR,Performance_Score_Level,HEAD_LOSS_SCR,Maintenance_Cost,School,Age,Med_Centre,BRKS_FVYRS_SCR_TARGET,Shape *,TARGET_Performanc_SCR,MI,TARGET_Model_ Mitigation,TARGET_Condition_Score_Level,RWY,Crit_Rests,CritConsSc,TARGET_Condition_Score,Condition_Score,TARGET_Condition_level,TARGET_RSL,FRM_NODE,TARGET_RSL_SCR,RSL_SCR,WPZ,INST_YR,New_Seg,Mat_Fact,HWY,ENVMT_SCR,TARGET_ACCESS_SCR,TotBrks,HEU,MATERIAL,OBJECTID,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,Performanc_SCR,Active_Ope,DIA_SCR,f,TARGET_DIA_SCR,BRL_SCR_TARGET,TARGET_PAN,SOIL,INSTALL_DA,MATERIAL_CD,TARGET_MITIGATION_Score_Level,ST_DIR,ACCESS_SCR,LT_CARE,Airp_Serv,TARGET_Criticality_Score_Level,BRKS_FVYRS_SCR,BRK_Level,MITIGATION_Score_Level,REPLC_COST,TM,BRKS_FV_YRS_L,TO_NODE,LEN_M,TARGET_Performance_Level,TARGET_MITIGATION_Level_PAN,BRK_SCR,MI_Level,HPU,ESA,RSL_Level,ST_NAME,RSL,CITY,TARGET_QUALIT_SCR,MITIGATION_Level_PAN,ST_TYPE,OPSC,DRAINAGE
2,,Pass,NO,0,9,610,0,2,0,A,520865,Medium,Low,15,15,3,Moderately High,Low,1961,0,178.5,14,Moderately Low,0.25,5,300,0,0,4,LAKE_BASED_WATERMAIN,0.1978740029,ARTERIAL,0,,180,Moderately Low,0,88.0442805,0,46,0,10.89,Polyline,105,0.127818341,,Moderately High,0,Pass,1 (Negligible),340.336,280,4,34.5,605844,5,10,2,1971, ,1,0,15,9,24,0,CPP,4195,61.63099635,0.1362950544,2.20E-13,0,176.088561,150,YES,0,0.0366451703,7.5,7.35,623.836,CL,1/0/1900 0:00,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0795054484,605729,176.088561,2,2,5,High,0,1,High,SILVER CREEK,29,MISSISSAUGA,0,2,BLVD,1 (Negligible),I
2,,37.8,NO,0,9,950,0,5,0,A,520276,Moderately High,Medium,15,15,4,Moderately High,Moderate,1962,0,178.5,19,Medium,0.25,5,200,0,0,4,LAKE_BASED_WATERMAIN,2.9879375268,LOCAL,0,,180,Very High,15,152.261603,1,167,0,10.89,Polyline,273,0.237690289,,Moderately High,0,Fail (Pressure),2 (Low),295.836,320,4,125.25,606195,0,15,2,1850, ,0.3,0,15,9,29,0,CI,4192,106.5831221,0.0952308377,3.32E-12,15,304.523206,450,YES,0,0.0421360648,7.5,7.35,747.336,SL,1/0/1900 0:00,CI,REPLACE, ,15,0,0,Moderately High,5,Medium,REPLACE,1089,No,0.0623926178,605271,304.523206,3,3,5,High,0,1,Very High,DUNDAS,-27.6,MISSISSAUGA,9,3,ST W,2 (Low),W
4,,Pass,NO,0,9,680,0,2,0,A,523852,Moderately High,Low,15,15,4,Moderately High,Low,1963,0,178.5,11,Moderately Low,0.26,5,400,0,0,4,LAKE_BASED_WATERMAIN,0.0474763833,LOCAL,0,,210,Moderately Low,0,97.740753,0,46,0,10.89,Polyline,105,0.105431015,,Moderately High,0,Pass,1 (Negligible),340.336,320,4,34.04,606151,5,15,2,1971, ,0.5,0,15,9,16,0,DI,4198,68.4185271,0.081849175,5.28E-14,0,195.481506,150,YES,5,0.0333752697,7.5,7.35,623.836,SL,1/0/1900 0:00,DI,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,RELINE - REHAB,1576,No,0.0562713078,606156,195.481506,2,2,5,High,0,1,Very High,STAINTON,14.5,MISSISSAUGA,0,2,DR,1 (Negligible),W
2,,37.9,NO,0,9,600,0,2,0,A,714877,Medium,Low,15,15,3,Moderately High,Low,1964,0,178.5,12,Moderately Low,0.25,5,400,0,0,4,LAKE_BASED_WATERMAIN,0.0973211931,ARTERIAL,0,,210,Moderately Low,0,200.3574415,0,36,0,10.89,Polyline,105,0.216121606,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,27,605244,10,5,2,1981, ,1,0,15,9,23,0,CPP,4239,140.2502091,0.0573974189,1.08E-13,0,400.714883,150,YES,5,0.0333752697,7.5,7.35,668.336,SL,1/0/1900 0:00,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,RELINE - REHAB,1576,No,0.0299464794,6553826,400.714883,2,2,5,High,0,1,Medium,CEDARGLEN,39,MISSISSAUGA,0,2,GT,2 (Low),W
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1965,0,178.5,4,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,4,0,PVC,4217,451.0935219,0.0031035693,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0031035693,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1966,0,178.5,17,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,37,0,PVC,4217,451.0935219,0.0287080159,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0131901695,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
2,,37.2,NO,0,9,610,0,2,0,A,714667,Medium,Low,15,15,3,Moderately High,Low,1967,0,178.5,0,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,6,Polyline,105,0.935536156,,Moderately High,0,Fail (Pressure),2 (Low),341.315,280,4,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,2,0,PVC,4217,451.0935219,0.0015517846,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,624.815,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,0,Low,RELINE - REHAB,1171,No,0,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1968,0,178.5,2,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,16,0,PVC,4217,451.0935219,0.0124142771,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0015517846,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1969,0,178.5,8,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,38,0,PVC,4217,451.0935219,0.0294839082,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0062071386,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1970,0,178.5,20,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,25,0,PVC,4217,451.0935219,0.019397308,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0155178464,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1971,0,178.5,24,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,31,0,PVC,4217,451.0935219,0.024052662,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0186214157,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
2,,37.2,NO,0,9,610,0,2,0,A,714667,Medium,Low,15,15,3,Moderately High,Low,1972,0,178.5,0,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,6,Polyline,105,0.935536156,,Moderately High,0,Fail (Pressure),2 (Low),341.315,280,4,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,9,0,PVC,4217,451.0935219,0.0069830309,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,624.815,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,0,Low,RELINE - REHAB,1171,No,0,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1973,0,178.5,4,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,39,0,PVC,4217,451.0935219,0.0302598005,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0031035693,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1974,0,178.5,5,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,35,0,PVC,4217,451.0935219,0.0271562313,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0038794616,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1975,0,178.5,2,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,16,0,PVC,4217,451.0935219,0.0124142771,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0015517846,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
2,,37.2,NO,0,9,610,0,2,0,A,714667,Medium,Low,15,15,3,Moderately High,Low,1976,0,178.5,0,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,6,Polyline,105,0.935536156,,Moderately High,0,Fail (Pressure),2 (Low),341.315,280,4,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,9,0,PVC,4217,451.0935219,0.0069830309,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,624.815,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,0,Low,RELINE - REHAB,1171,No,0,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1977,0,178.5,7,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,24,0,PVC,4217,451.0935219,0.0186214157,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0054312463,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1978,0,178.5,8,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,38,0,PVC,4217,451.0935219,0.0294839082,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0062071386,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1979,0,178.5,23,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,39,0,PVC,4217,451.0935219,0.0302598005,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0178455234,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1980,0,178.5,2,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,8,0,PVC,4217,451.0935219,0.0062071386,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0015517846,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
2,,37.2,NO,0,9,610,0,2,0,A,714667,Medium,Low,15,15,3,Moderately High,Low,1981,0,178.5,0,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,6,Polyline,105,0.935536156,,Moderately High,0,Fail (Pressure),2 (Low),341.315,280,4,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,17,0,PVC,4217,451.0935219,0.0131901695,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,624.815,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,0,Low,RELINE - REHAB,1171,No,0,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1982,0,178.5,19,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,39,0,PVC,4217,451.0935219,0.0302598005,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0147419541,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1983,0,178.5,19,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,28,0,PVC,4217,451.0935219,0.021724985,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0147419541,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1984,0,178.5,1,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,28,0,PVC,4217,451.0935219,0.021724985,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0007758923,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1985,0,178.5,1,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,10,0,PVC,4217,451.0935219,0.0077589232,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,RELINE - REHAB,1171,No,0.0007758923,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1986,0,178.5,26,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,36,0,PVC,4217,451.0935219,0.0279321236,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,RELINE - REHAB,1171,No,0.0201732004,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1987,0,178.5,9,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,26,0,PVC,4217,451.0935219,0.0201732004,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0069830309,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1988,0,178.5,2,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,4,0,PVC,4217,451.0935219,0.0031035693,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0015517846,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1989,0,178.5,2,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,5,0,PVC,4217,451.0935219,0.0038794616,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.0015517846,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
4,,37.2,NO,0,9,650,0,2,0,A,714667,Moderately High,Low,15,15,4,Moderately High,Low,1990,0,178.5,3,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,10.89,Polyline,105,0.935536156,,Very High,0,Fail (Pressure),2 (Low),384.836,320,5,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,32,0,PVC,4217,451.0935219,0.0248285543,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,668.336,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1171,No,0.002327677,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
2,,37.2,NO,0,9,610,0,2,0,A,714667,Medium,Low,15,15,3,Moderately High,Low,1991,0,178.5,0,Moderately Low,0.04,5,300,0,0,4,LAKE_BASED_WATERMAIN,1.4482920309,ARTERIAL,0,,180,Moderately Low,0,644.419317,0,17,0,6,Polyline,105,0.935536156,,Moderately High,0,Fail (Pressure),2 (Low),341.315,280,4,16.32,6553546,10,15,2,2000, ,0.1,0,15,9,16,0,PVC,4217,451.0935219,0.0124142771,1.61E-12,0,1288.838634,150,YES,0,0.0366451703,7.5,7.35,624.815,CL,1/0/1900 0:00,PVC,RELINE - REHAB, ,15,0,0,Moderately High,0,Low,RELINE - REHAB,1171,No,0,6553565,1288.838634,2,2,5,High,0,1,Very High,DUNDAS,5.8,MISSISSAUGA,0,2,ST W,2 (Low),I
