FID,TARGET_Performance_Level,performance_pred,TARGET_Criticality_Level,criticality_pred,condition_pred,TARGET_Condition_level,TARGET_MITIGATION_Level_PAN,mitigation_pred
7917,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7916,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
7915,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7914,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
20832,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20833,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20830,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
20831,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20836,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20837,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
20834,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20835,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
20838,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20839,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9335,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
9334,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
9337,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9336,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
9331,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
10405,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10406,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
9332,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
13108,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13109,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13104,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13105,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13106,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13107,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13100,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
13101,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
13102,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13103,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20308,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0
20309,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
20304,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
20305,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
20306,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
20307,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
20300,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20301,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20302,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
20303,5.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0
1317,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
1316,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0
1315,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
1314,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1313,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
1312,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
1311,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23768,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0
23767,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0
23766,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
23765,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
23764,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
23763,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
23762,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
1319,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
23760,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
22173,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22172,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8329,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8328,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8325,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
8324,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8327,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
8326,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8321,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8320,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
8323,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
8322,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9911,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9910,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9913,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0
9912,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
9915,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
9914,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9917,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9916,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9919,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
22179,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
6083,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0
22418,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
22419,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
22416,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
22417,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
22414,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22415,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
22412,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
22413,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0
22410,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
22411,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
3610,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
3611,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
21828,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21829,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
3614,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
3615,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
3616,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
3617,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
21822,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
3619,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21820,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
21821,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
21826,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21827,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21824,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21825,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8668,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8669,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3099,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
18538,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
18539,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
18530,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
18531,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18532,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18533,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
18534,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18535,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
18536,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18537,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15168,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
15169,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
15160,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15161,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15162,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15163,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
15164,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15165,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15166,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
15167,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
4208,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
4209,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4202,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4203,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4200,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4201,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
4206,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
4207,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
4204,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0
4205,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3820,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
23406,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
23407,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23404,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23405,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23402,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
23403,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23400,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23401,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
23408,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23409,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
6118,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6119,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
6114,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0
6115,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6116,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
6117,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
6110,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
6111,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6112,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
6113,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
7283,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7282,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
7281,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
7280,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
7287,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7286,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
7285,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
7284,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
7289,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7288,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4589,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
4588,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
4585,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
4584,2.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0
4587,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
4586,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
4581,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
4580,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
4583,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
4582,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
11182,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14351,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
11180,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
18670,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
11186,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11187,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11184,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
11185,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14358,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14359,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11188,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11189,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9546,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17919,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
914,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
17917,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
17916,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17915,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17914,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
17913,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
17912,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17911,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17910,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9545,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
911,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
910,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
9540,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9541,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12987,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
12986,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12985,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12984,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12983,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12982,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12981,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18153,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
5504,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12989,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
12988,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5505,2.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0
18156,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
5503,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5500,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
18155,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
6932,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6933,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6930,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6931,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6936,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15406,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
6934,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
6935,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8127,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8126,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6938,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
6939,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0
8123,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
8122,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8121,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8120,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
7706,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7707,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
7704,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7705,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
7702,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7703,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
7700,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7701,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0
7708,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7709,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19188,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19189,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19182,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19183,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19180,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19181,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19186,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19187,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19184,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19185,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
541,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
13768,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
13769,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
13764,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13765,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
13766,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
13767,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
13760,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
13761,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
13762,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
13763,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
5797,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
5796,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5795,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
5794,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
5793,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5792,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0
5791,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0
5790,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
5799,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
5798,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19870,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11407,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11406,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11405,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11404,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11403,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11402,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11401,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11400,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11409,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
11408,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
19230,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
19231,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19232,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
19233,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19234,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19235,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19236,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19237,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
19238,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
19239,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
948,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
949,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
946,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
947,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
944,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
945,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
942,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
943,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
940,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
941,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
16846,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
16847,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16844,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16845,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16842,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16843,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
16840,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16841,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16848,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
16849,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12176,2.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0
12177,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
12174,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12175,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0
12172,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12173,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0
12170,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
12171,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
12178,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12179,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0
14350,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5872,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0
10448,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
10449,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10444,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
10445,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10446,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
10447,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
10440,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
10441,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
10442,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
10443,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
21776,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
21777,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
21774,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
21775,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
21772,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
21773,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
21770,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21771,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
21778,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21779,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
8978,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
8979,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15055,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
8970,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
8971,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
8972,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8973,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
8974,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15056,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0
8976,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8977,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15057,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
14352,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
6561,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15051,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15052,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
6562,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
14353,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14354,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
2839,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
2838,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
2837,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
2836,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2835,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
2834,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
2833,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
2832,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
14355,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
2830,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1436,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
1437,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
1434,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
1435,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1432,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1433,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1430,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
1431,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
1438,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
1439,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
15059,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
22339,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
22338,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
